@relation bodyhub_sensors_rt

@attribute 'Sensor remetente' {Sensor0,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19}
@attribute ' Estado do Paciente' {bom}
@attribute ' Enviado as (s)' numeric
@attribute ' Processado as (s)' numeric
@attribute ' Diff (s)' numeric
@attribute 'Numero de sensores' {five,ten,twenty}
@attribute 'Real-time Mode' {'Real-time ON'}
@attribute 'Cycle Time Constraint' {SATISFIED,VIOLATED}
@attribute 'Emergency Detection Time Constraint' {SATISFIED}

@data
Sensor1,bom,28.4104,28.6488,0.23842,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,29.6213,29.8611,0.23977,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,30.8332,31.0736,0.24045,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,32.0477,32.2868,0.23908,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,33.2606,33.5024,0.24183,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,34.4766,34.7172,0.24061,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,35.6922,35.9303,0.23816,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,36.9042,37.1419,0.23772,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,38.1189,38.3585,0.23961,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,39.3315,39.5712,0.2397,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,40.5459,40.7854,0.23947,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,41.7595,41.9985,0.23947,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,42.9728,43.2124,0.23961,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,44.1852,44.4245,0.23939,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,45397,45.6369,0.23988,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,46.6086,46.8488,0.2402,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,47.8244,48.0637,0.23929,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,49.0369,49.2762,0.23929,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,50.2485,50.4871,0.23861,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,51.4619,51.6999,0.238,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,52.6704,52.9077,0.23729,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,53.8805,54.1176,0.23717,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,55089,55.3269,0.23785,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,56.3007,56.5384,0.23768,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,57.5137,57.7533,0.23952,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,58.7274,58.9661,0.23864,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,59.9407,60179,0.23832,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,61.1496,61.3872,0.23759,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,62.3624,62.6017,0.2393,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,63.5767,63.8149,0.23812,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,64.7876,65027,0.23938,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,66.0006,66.2409,0.24028,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,67.2151,67455,0.23986,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,68.4309,68671,0.24013,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,69.6436,69.8817,0.23818,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,70.8545,71.0916,0.2371,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,72.0666,72.3034,0.23683,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,73.2766,73.5158,0.23925,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,74.4909,74.7286,0.23764,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,75.7022,75.9394,0.23719,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,76.9157,77.1544,0.23874,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,78125,78363,0.23793,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,79.3359,79.5772,0.24136,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,80.5544,80.7917,0.23723,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,81.7677,82.0077,0.24,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,82.9876,83.2269,0.23934,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,84.2011,84.4404,0.23925,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,85.4165,85.6551,0.23858,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,86.6265,86.8637,0.23725,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,87.8363,88.0738,0.23757,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,89.0479,89.2867,0.23875,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,90.2632,90.5038,0.24064,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,91.4757,91.7131,0.23738,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,92686,92925,0.23897,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,93.8961,94.1351,0.23903,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,95.1128,95.3514,0.23866,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,96.3276,96.5668,0.23922,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,97.5396,97.7776,0.238,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,98.7526,98.9911,0.23847,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,99.9669,100208,0.2406,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,101182,101423,0.24092,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,102.4,102639,0.23863,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,103616,103855,0.23856,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,104.83,105069,0.23883,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,106045,106285,0.24036,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,107258,107499,0.24041,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,108471,108.71,0.23934,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,109684,109923,0.23915,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,110894,111133,0.23829,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,112103,112342,0.23898,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,113313,113553,0.23977,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,114529,114767,0.23809,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,115739,115977,0.23821,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,116952,117191,0.23866,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,118166,118405,0.2385,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,119381,119617,0.23624,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,120591,120832,0.2402,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,121809,122047,0.23799,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,123017,123255,0.23831,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,124231,124469,0.23838,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,125442,125681,0.2387,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,126652,126892,0.23947,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,127865,128104,0.2389,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,129078,129315,0.2364,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,130.29,130528,0.23787,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,131504,131743,0.23891,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,132719,132959,0.24025,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,133931,134171,0.23963,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,135145,135384,0.2392,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,136361,136601,0.23937,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,137574,137812,0.23779,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,138786,139025,0.2387,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,140001,140241,0.23952,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,141214,141451,0.23717,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,142425,142665,0.23982,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,143641,143879,0.23845,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,144853,145091,0.23873,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,146069,146307,0.23835,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,147281,147521,0.24018,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,148496,148735,0.2391,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,149707,149947,0.24003,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,150921,151161,0.24016,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,152135,152375,0.23989,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,153.35,153588,0.23813,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,154563,154803,0.24067,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,155776,156014,0.23799,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,156987,157225,0.23813,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,158197,158436,0.23959,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,159409,159649,0.24005,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,160625,160862,0.23768,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,161838,162077,0.23924,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,163.05,163289,0.23833,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,164262,164.5,0.23857,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,165476,165715,0.2384,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,166689,166929,0.23995,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,167907,168149,0.24188,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,169128,169366,0.23822,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,170341,170.58,0.23901,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,171553,171792,0.23908,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,172767,173006,0.23856,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,173.98,174219,0.23887,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,175193,175432,0.23937,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,176407,176647,0.2401,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,177623,177863,0.24012,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,178837,179077,0.24002,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,180057,180295,0.23846,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,181269,181.51,0.24091,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,182485,182724,0.23878,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,183701,183.94,0.23883,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,184916,185155,0.23892,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,186127,186367,0.24024,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,187341,187581,0.24031,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,188553,188792,0.23845,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,189764,190002,0.2377,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,190976,191213,0.23779,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,192191,192431,0.24038,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,193407,193645,0.23791,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,194621,194861,0.24026,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,195837,196076,0.23902,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,197051,197289,0.23794,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,198265,198503,0.23846,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,199477,199715,0.23863,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,200688,200928,0.2393,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,201904,202144,0.23977,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,203116,203354,0.23782,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,204328,204568,0.2391,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,205538,205779,0.24097,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,206756,206995,0.23941,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,207969,208209,0.24033,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,209184,209423,0.23938,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,210398,210636,0.23789,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,211611,211851,0.24013,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,212825,213065,0.23993,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,214043,214282,0.23878,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,215259,215499,0.24003,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,216473,216.71,0.23729,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,217685,217924,0.23885,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,218897,219134,0.23786,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,220107,220347,0.23998,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,221319,221557,0.23771,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,222528,222765,0.23757,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,223739,223979,0.24029,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,224951,225.19,0.23879,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,226164,226404,0.24018,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,227377,227617,0.23991,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,228589,228828,0.23931,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,229804,230042,0.23821,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,231018,231256,0.23771,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,232229,232469,0.2402,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,233443,233.68,0.2373,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,234651,234889,0.23791,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,235858,236097,0.23843,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,237.07,237309,0.23886,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,238284,238524,0.24064,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,239496,239734,0.23734,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,240705,240945,0.23958,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,241.92,242158,0.2387,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,243133,243374,0.24098,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,244349,244.59,0.24168,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,245569,245807,0.2386,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,246781,247022,0.24072,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,248,248238,0.23811,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,249.21,249449,0.23858,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,250422,250662,0.23981,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,251637,251876,0.2393,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,252.85,253089,0.23896,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,254065,254304,0.23859,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,255.28,255518,0.23819,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,256496,256736,0.23918,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,257708,257948,0.23932,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,258923,259163,0.23954,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,260138,260376,0.23798,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,261351,261591,0.24029,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,262567,262807,0.23966,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,263778,264016,0.23752,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,264989,265229,0.23973,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,266203,266442,0.23926,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,267415,267655,0.24019,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,268627,268866,0.23882,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,269841,270081,0.24035,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,271057,271298,0.24104,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,272272,272513,0.24094,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,273485,273724,0.23832,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,274697,274937,0.2397,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,275.91,276149,0.23926,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,277123,277361,0.23835,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,278333,278573,0.23987,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,279.55,279791,0.24008,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,280765,281005,0.24063,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,281977,282217,0.23965,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,283194,283434,0.23968,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,284411,284648,0.23772,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,285621,285858,0.23772,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,286833,287072,0.23915,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,288047,288285,0.2384,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,289264,289505,0.24129,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,290483,290724,0.2408,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,291701,291941,0.24052,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,292917,293156,0.23917,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,294129,294367,0.23853,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,295341,295578,0.23745,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,296552,296.79,0.23837,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,297764,298005,0.24114,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,298977,299215,0.2379,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,300189,300427,0.23889,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,301405,301645,0.24006,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,302619,302859,0.23976,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,303833,304.07,0.23692,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,305046,305285,0.23882,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,306259,306497,0.23836,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,307469,307709,0.24052,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,308683,308924,0.24096,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,309897,310137,0.24028,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,311112,311351,0.23895,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,312324,312563,0.23906,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,313541,313781,0.23993,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,314755,314992,0.23779,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,315965,316204,0.2389,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,317177,317416,0.23926,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,318389,318628,0.23912,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,319599,319836,0.23725,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,320.81,321049,0.2385,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,322025,322263,0.23835,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,323239,323479,0.24043,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,324457,324696,0.23934,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor1,bom,325673,325912,0.23858,twenty,'Real-time ON',VIOLATED,SATISFIED
Sensor2,bom,7.64691,7.73027,0.08336,twenty,'Real-time ON',SATISFIED,SATISFIED
Sensor2,bom,8.6465,8.73041,0.08391,twenty,'Real-time ON',SATISFIED,SATISFIED
Sensor2,bom,9.65198,9.73035,0.07836,twenty,'Real-time ON',SATISFIED,SATISFIED
Sensor2,bom,10.6522,10731,0.07884,twenty,'Real-time ON',SATISFIED,SATISFIED
Sensor2,bom,11.6523,11.7339,0.08156,twenty,'Real-time ON',SATISFIED,SATISFIED
Sensor2,bom,12.6542,12.7311,0.07687,twenty,'Real-time ON',SATISFIED,SATISFIED
Sensor2,bom,13.6594,13.7312,0.07182,twenty,'Real-time ON',SATISFIED,SATISFIED
Sensor2,bom,14.6654,14731,0.06561,twenty,'Real-time ON',SATISFIED,SATISFIED
Sensor2,bom,15.6807,15.7311,0.05032,twenty,'Real-time ON',SATISFIED,SATISFIED
Sensor2,bom,16.6782,16.7312,0.05304,twenty,'Real-time ON',SATISFIED,SATISFIED
Sensor2,bom,17.7446,17.7935,0.04896,twenty,'Real-time ON',SATISFIED,SATISFIED
Sensor2,bom,18.8301,18879,0.04895,twenty,'Real-time ON',SATISFIED,SATISFIED
Sensor2,bom,19.9953,20.0463,0.051,twenty,'Real-time ON',SATISFIED,SATISFIED
