Tempo(s), Risco do Sensor, Nivel da Bateria,Delta Bateria, Diff(s),Mode
576,baixo,-739.91,0.5,0.3909,Non-controlled
576,alto,-740.41,0.08,0.33965,Non-controlled
576,moderado,-740.49,0.29,0.04794,Non-controlled
576,baixo,-740.78,0.22,0.1963,Non-controlled
577,moderado,-741,0.15,0.14717,Non-controlled
577,baixo,-741.15,1.13,0.0975,Non-controlled
577,alto,-742.28,4,0.77115,Non-controlled
580,moderado,-746.28,0.08,2.7404,Non-controlled
580,baixo,-746.36,0.43,0.04753,Non-controlled
580,alto,-746.79,0.78,0.28788,Non-controlled
581,moderado,-747.57,0.15,0.53243,Non-controlled
581,alto,-747.72,0.36,0.09729,Non-controlled
581,moderado,-748.08,0.29,0.24608,Non-controlled
582,baixo,-748.37,0.78,0.19653,Non-controlled
582,moderado,-749.15,0.08,0.53213,Non-controlled
582,baixo,-749.23,2.32,0.04704,Non-controlled
584,alto,-751.55,0.57,1.58868,Non-controlled
584,moderado,-752.12,0.08,0.38364,Non-controlled
584,baixo,-752.2,5.89,0.04786,Non-controlled
588,alto,-758.09,1.06,4.03219,Non-controlled
589,moderado,-759.15,0.43,0.72001,Non-controlled
589,baixo,-759.58,1.13,0.28851,Non-controlled
590,alto,-760.71,0.57,0.77185,Non-controlled
590,moderado,-761.28,0.22,0.38401,Non-controlled
590,baixo,-761.5,1.2,0.14817,Non-controlled
591,moderado,-762.7,0.08,0.81999,Non-controlled
591,baixo,-762.78,1.13,0.04777,Non-controlled
592,alto,-763.91,1.62,0.77183,Non-controlled
593,moderado,-765.53,0.08,1.10838,Non-controlled
593,baixo,-765.61,0.57,0.04778,Non-controlled
594,moderado,-766.18,0.08,0.39212,Non-controlled
594,baixo,-766.26,0.92,0.0475,Non-controlled
594,moderado,-767.18,0.15,0.62823,Non-controlled
594,baixo,-767.33,0.29,0.09749,Non-controlled
595,moderado,-767.62,0.43,0.19489,Non-controlled
595,baixo,-768.05,1.48,0.29204,Non-controlled
596,moderado,-769.53,0.29,1.0116,Non-controlled
596,baixo,-769.82,1.48,0.19645,Non-controlled
597,alto,-771.3,0.08,1.00787,Non-controlled
597,moderado,-771.38,0.15,0.04798,Non-controlled
597,baixo,-771.53,4.35,0.10125,Non-controlled
600,moderado,-775.88,0.15,2.98216,Non-controlled
600,alto,-776.03,0.22,0.09783,Non-controlled
601,moderado,-776.25,0.08,0.15074,Non-controlled
600.58,alto,-776.33,0.71,0.04714,Non-controlled
601,moderado,-777.04,0.15,0.4843,Non-controlled
601,alto,-777.19,0.15,0.09717,Non-controlled
601,moderado,-777.34,0.22,0.09614,Non-controlled
601,baixo,-777.56,0.29,0.14332,Non-controlled
602,alto,-777.85,1.27,0.19579,Non-controlled
602,moderado,-779.12,0.08,0.8669,Non-controlled
603,baixo,-779.2,3.02,0.04898,Non-controlled
605,alto,-782.22,0.15,2.06437,Non-controlled
605,moderado,-782.37,0.22,0.09721,Non-controlled
605,baixo,-782.59,0.43,0.14641,Non-controlled
605,moderado,-783.02,0.29,0.28776,Non-controlled
605,baixo,-783.31,0.64,0.19245,Non-controlled
606,alto,-783.95,0.22,0.43215,Non-controlled
606,moderado,-784.17,0.15,0.14385,Non-controlled
606,baixo,-784.32,3.65,0.09721,Non-controlled
608,alto,-787.97,0.15,2.49875,Non-controlled
608.57,moderado,-788.12,0.08,0.09728,Non-controlled
609,baixo,-788.2,5.47,0.04653,Non-controlled
612,alto,-793.67,0.22,3.74866,Non-controlled
613,moderado,-793.89,0.08,0.14366,Non-controlled
613,baixo,-793.97,1.41,0.04788,Non-controlled
614,moderado,-795.38,0.08,0.96448,Non-controlled
614,baixo,-795.46,2.25,0.0477,Non-controlled
615,moderado,-797.71,0.22,1.54004,Non-controlled
615,alto,-797.93,1.06,0.14397,Non-controlled
616,moderado,-798.99,0.15,0.72403,Non-controlled
616,baixo,-799.14,0.08,0.09685,Non-controlled
616,moderado,-799.22,0.29,0.04689,Non-controlled
616,baixo,-799.51,0.29,0.19584,Non-controlled
617,alto,-799.8,1.13,0.1966,Non-controlled
617,moderado,-800.93,0.22,0.76799,Non-controlled
617,alto,-801.15,0.85,0.14732,Non-controlled
618,moderado,-802,0.08,0.58018,Non-controlled
618,alto,-802.08,0.5,0.04785,Non-controlled
618,moderado,-802.58,0.08,0.34439,Non-controlled
618,baixo,-802.66,1.34,0.04827,Non-controlled
619.36,alto,-804,0.22,0.91078,Non-controlled
620,baixo,-804.22,3.16,0.14525,Non-controlled
622,moderado,-807.38,0.08,2.1589,Non-controlled
622,alto,-807.46,0.08,0.04824,Non-controlled
622,moderado,-807.54,0.22,0.04902,Non-controlled
622,baixo,-807.76,2.95,0.14375,Non-controlled
624,alto,-810.71,0.22,2.01552,Non-controlled
624,moderado,-810.93,0.08,0.14447,Non-controlled
624,alto,-811.01,0.29,0.04747,Non-controlled
624,moderado,-811.3,0.15,0.19636,Non-controlled
624,baixo,-811.45,3.65,0.09703,Non-controlled
627,alto,-815.1,1.41,2.4946,Non-controlled
628,moderado,-816.51,0.08,0.96432,Non-controlled
628,baixo,-816.59,0.5,0.04803,Non-controlled
628,alto,-817.09,1.06,0.33562,Non-controlled
629,moderado,-818.15,0.29,0.7247,Non-controlled
629,baixo,-818.44,1.48,0.1959,Non-controlled
630,moderado,-819.92,0.15,1.0119,Non-controlled
630,alto,-820.07,0.5,0.09638,Non-controlled
631,moderado,-820.57,0.08,0.33975,Non-controlled
631,baixo,-820.65,1.62,0.04695,Non-controlled
632,moderado,-822.27,0.08,1.10908,Non-controlled
632,baixo,-822.35,1.13,0.04748,Non-controlled
633,alto,-823.48,0.08,0.77217,Non-controlled
633,moderado,-823.56,0.22,0.04751,Non-controlled
633,baixo,-823.78,2.18,0.15271,Non-controlled
634,moderado,-825.96,0.08,1.49207,Non-controlled
634,baixo,-826.04,0.15,0.04758,Non-controlled
634,alto,-826.19,0.29,0.09763,Non-controlled
635,moderado,-826.48,0.15,0.19478,Non-controlled
635,baixo,-826.63,2.04,0.09718,Non-controlled
636,alto,-828.67,0.78,1.39858,Non-controlled
637,moderado,-829.45,0.22,0.5316,Non-controlled
637,alto,-829.67,0.57,0.14847,Non-controlled
637,moderado,-830.24,0.22,0.38339,Non-controlled
637,baixo,-830.46,1.27,0.14471,Non-controlled
638,alto,-831.73,0.5,0.86796,Non-controlled
639,moderado,-832.23,0.64,0.33938,Non-controlled
638.97,baixo,-832.87,4.42,0.43288,Non-controlled
642,moderado,-837.29,0.08,3.02789,Non-controlled
642,baixo,-837.37,1.83,0.04717,Non-controlled
643,alto,-839.2,0.43,1.25277,Non-controlled
643.59,moderado,-839.63,0.36,0.29219,Non-controlled
644,alto,-839.99,0.15,0.24397,Non-controlled
643.93,moderado,-840.14,0.22,0.09657,Non-controlled
644,baixo,-840.36,1.48,0.14336,Non-controlled
645,alto,-841.84,0.22,1.01155,Non-controlled
645,moderado,-842.06,0.22,0.14438,Non-controlled
645,baixo,-842.28,9.18,0.14783,Non-controlled
652,moderado,-851.46,0.29,6.29224,Non-controlled
652,alto,-851.75,0.29,0.20001,Non-controlled
652,moderado,-852.04,0.08,0.19595,Non-controlled
652,baixo,-852.12,0.99,0.0478,Non-controlled
653,alto,-853.11,0.71,0.67218,Non-controlled
653,moderado,-853.82,0.29,0.4795,Non-controlled
653,alto,-854.11,1.62,0.19648,Non-controlled
654.57,moderado,-855.73,0.08,1.1083,Non-controlled
655,baixo,-855.81,1.27,0.04763,Non-controlled
655,moderado,-857.08,0.15,0.86409,Non-controlled
656,baixo,-857.23,0.64,0.09622,Non-controlled
656,moderado,-857.87,0.15,0.43122,Non-controlled
656,alto,-858.02,0.5,0.0977,Non-controlled
656,moderado,-858.52,0.22,0.34292,Non-controlled
657,baixo,-858.74,0.99,0.14803,Non-controlled
657,moderado,-859.73,0.85,0.67162,Non-controlled
658,baixo,-860.58,0.36,0.57632,Non-controlled
658,alto,-860.94,0.43,0.24392,Non-controlled
658,moderado,-861.37,0.08,0.29209,Non-controlled
658,baixo,-861.45,2.32,0.04744,Non-controlled
660,moderado,-863.77,0.15,1.58866,Non-controlled
660,baixo,-863.92,2.18,0.09715,Non-controlled
662,alto,-866.1,0.64,1.49461,Non-controlled
662,moderado,-866.74,0.08,0.43616,Non-controlled
662,baixo,-866.82,3.3,0.04699,Non-controlled
664,moderado,-870.12,0.08,2.25699,Non-controlled
664,baixo,-870.2,1.55,0.04778,Non-controlled
665,moderado,-871.75,0.15,1.05992,Non-controlled
666,baixo,-871.9,6.31,0.09757,Non-controlled
670,moderado,-878.21,0.08,4.32172,Non-controlled
670,baixo,-878.29,1.06,0.04832,Non-controlled
671,alto,-879.35,0.71,0.72023,Non-controlled
671,moderado,-880.06,0.08,0.48001,Non-controlled
671,baixo,-880.14,2.39,0.04826,Non-controlled
673,moderado,-882.53,0.08,1.64406,Non-controlled
673,alto,-882.61,0.15,0.04787,Non-controlled
673,moderado,-882.76,0.15,0.09621,Non-controlled
673,baixo,-882.91,3.44,0.09706,Non-controlled
675,alto,-886.35,0.5,2.35406,Non-controlled
676,baixo,-886.85,1.83,0.33625,Non-controlled
677,moderado,-888.68,0.15,1.25193,Non-controlled
677,baixo,-888.83,5.82,0.0976,Non-controlled
681,alto,-894.65,1.76,3.98312,Non-controlled
682,moderado,-896.41,0.36,1.20333,Non-controlled
683,baixo,-896.77,5.12,0.2439,Non-controlled
686,moderado,-901.89,0.22,3.50436,Non-controlled
686,baixo,-902.11,1.34,0.14348,Non-controlled
687,alto,-903.45,0.43,0.91261,Non-controlled
687,moderado,-903.88,0.08,0.29226,Non-controlled
687,baixo,-903.96,6.66,0.04786,Non-controlled
692,moderado,-910.62,0.15,4.56369,Non-controlled
692,baixo,-910.77,3.93,0.09776,Non-controlled
695,alto,-914.7,1.2,2.69468,Non-controlled
696,moderado,-915.9,0.15,0.81601,Non-controlled
696,baixo,-916.05,3.09,0.09724,Non-controlled
698,moderado,-919.14,0.08,2.11881,Non-controlled
698,alto,-919.22,0.99,0.04794,Non-controlled
699,moderado,-920.21,0.08,0.67529,Non-controlled
699,baixo,-920.29,1.76,0.04857,Non-controlled
700,moderado,-922.05,0.15,1.20361,Non-controlled
700,baixo,-922.2,3.58,0.09639,Non-controlled
702,moderado,-925.78,0.08,2.44852,Non-controlled
702,alto,-925.86,0.22,0.04726,Non-controlled
702.53,moderado,-926.08,0.43,0.14451,Non-controlled
703,baixo,-926.51,0.15,0.28792,Non-controlled
703,alto,-926.66,2.74,0.09596,Non-controlled
705,moderado,-929.4,0.08,1.87769,Non-controlled
704.84,baixo,-929.48,2.32,0.04918,Non-controlled
706,alto,-931.8,1.13,1.58879,Non-controlled
707,moderado,-932.93,0.08,0.76784,Non-controlled
707,alto,-933.01,0.99,0.04808,Non-controlled
708,moderado,-934,0.43,0.67639,Non-controlled
708,alto,-934.43,0.08,0.29218,Non-controlled
708,moderado,-934.51,0.15,0.04747,Non-controlled
708,baixo,-934.66,0.08,0.09751,Non-controlled
708,alto,-934.74,0.22,0.05024,Non-controlled
709,moderado,-934.96,0.15,0.14804,Non-controlled
709,baixo,-935.11,5.4,0.09732,Non-controlled
712,alto,-940.51,0.29,3.69922,Non-controlled
713,moderado,-940.8,0.08,0.19612,Non-controlled
713,baixo,-940.88,0.71,0.04679,Non-controlled
713,moderado,-941.59,0.22,0.48448,Non-controlled
713.23,baixo,-941.81,0.22,0.1488,Non-controlled
713,alto,-942.03,1.27,0.14792,Non-controlled
714,moderado,-943.3,0.22,0.86362,Non-controlled
714,baixo,-943.52,2.46,0.14841,Non-controlled
716,moderado,-945.98,0.36,1.68336,Non-controlled
716,baixo,-946.34,0.22,0.24455,Non-controlled
716,moderado,-946.56,0.08,0.14803,Non-controlled
717,baixo,-946.64,2.32,0.0479,Non-controlled
718,alto,-948.96,0.22,1.58786,Non-controlled
718,moderado,-949.18,0.15,0.14385,Non-controlled
718,baixo,-949.33,6.17,0.0965,Non-controlled
723,moderado,-955.5,0.08,4.22771,Non-controlled
723,baixo,-955.58,1.9,0.04734,Non-controlled
724,moderado,-957.48,0.22,1.30485,Non-controlled
724,baixo,-957.7,15.13,0.14761,Non-controlled
734,moderado,-972.83,0.29,10,Non-controlled
735,baixo,-973.12,6.1,0.19221,Non-controlled
739,alto,-979.22,0.29,4.18427,Non-controlled
739,moderado,-979.51,0.29,0.19586,Non-controlled
739.21,alto,-979.8,0.08,0.1966,Non-controlled
739,moderado,-979.88,0.22,0.04785,Non-controlled
739,baixo,-980.1,5.33,0.14295,Non-controlled
743,alto,-985.43,0.78,3.65262,Non-controlled
744,moderado,-986.21,0.15,0.53148,Non-controlled
744,baixo,-986.36,3.02,0.09723,Non-controlled
746,moderado,-989.38,0.22,2.06342,Non-controlled
746,baixo,-989.6,3.3,0.14753,Non-controlled
748,moderado,-992.9,0.15,2.26036,Non-controlled
748,baixo,-993.05,0.15,0.09721,Non-controlled
748,alto,-993.2,0.36,0.10011,Non-controlled
749,moderado,-993.56,0.15,0.24651,Non-controlled
749,baixo,-993.71,6.52,0.09734,Non-controlled
753,alto,-1000.23,0.29,4.46698,Non-controlled
753,moderado,-1000.52,0.15,0.19569,Non-controlled
753,baixo,-1000.67,7.36,0.09648,Non-controlled
758,moderado,-1008.03,0.29,5.04329,Non-controlled
759,baixo,-1008.32,6.1,0.19199,Non-controlled
763,moderado,-1014.42,0.29,4.18044,Non-controlled
763,alto,-1014.71,2.25,0.19526,Non-controlled
765,baixo,-1016.96,0.08,1.54077,Non-controlled
765,moderado,-1017.04,0.08,0.04789,Non-controlled
765,baixo,-1017.12,7.78,0.04874,Non-controlled
770,moderado,-1024.9,0.15,5.33129,Non-controlled
770.13,baixo,-1025.05,0.92,0.09706,Non-controlled
771,moderado,-1025.97,0.08,0.63105,Non-controlled
771,alto,-1026.05,0.15,0.04779,Non-controlled
771,moderado,-1026.2,0.08,0.09698,Non-controlled
771,baixo,-1026.28,6.38,0.04706,Non-controlled
775,moderado,-1032.66,0.15,4.37163,Non-controlled
775,baixo,-1032.81,0.22,0.09738,Non-controlled
776,moderado,-1033.03,0.57,0.14237,Non-controlled
776,baixo,-1033.6,0.78,0.3886,Non-controlled
776,alto,-1034.38,0.92,0.53159,Non-controlled
777,moderado,-1035.3,0.15,0.6286,Non-controlled
777,baixo,-1035.45,1.13,0.09727,Non-controlled
778,alto,-1036.58,0.78,0.7706,Non-controlled
779,moderado,-1037.36,0.15,0.53088,Non-controlled
778.61,baixo,-1037.51,0.71,0.09805,Non-controlled
779,alto,-1038.22,0.08,0.48311,Non-controlled
779,moderado,-1038.3,0.15,0.04733,Non-controlled
779,alto,-1038.45,1.34,0.10205,Non-controlled
780,moderado,-1039.79,0.22,0.91417,Non-controlled
780,alto,-1040.01,0.78,0.1445,Non-controlled
781,moderado,-1040.79,0.29,0.53179,Non-controlled
781,baixo,-1041.08,1.55,0.19164,Non-controlled
782,alto,-1042.63,1.62,1.0565,Non-controlled
783,moderado,-1044.25,0.15,1.10404,Non-controlled
783,baixo,-1044.4,2.81,0.0966,Non-controlled
785,moderado,-1047.21,0.15,1.92358,Non-controlled
785,baixo,-1047.36,1.2,0.09719,Non-controlled
786,moderado,-1048.56,0.15,0.82254,Non-controlled
786,baixo,-1048.71,0.29,0.09734,Non-controlled
786,alto,-1049,2.04,0.19481,Non-controlled
788,moderado,-1051.04,0.71,1.39157,Non-controlled
788,baixo,-1051.75,0.29,0.48448,Non-controlled
788,moderado,-1052.04,0.36,0.19593,Non-controlled
789,baixo,-1052.4,2.25,0.24351,Non-controlled
790,alto,-1054.65,0.43,1.5357,Non-controlled
791,moderado,-1055.08,0.29,0.29238,Non-controlled
791,baixo,-1055.37,0.08,0.19633,Non-controlled
791,moderado,-1055.45,0.08,0.04733,Non-controlled
791,baixo,-1055.53,0.08,0.04891,Non-controlled
791,moderado,-1055.61,0.08,0.04851,Non-controlled
791,baixo,-1055.69,0.36,0.04838,Non-controlled
791,moderado,-1056.05,0.08,0.24281,Non-controlled
791,alto,-1056.13,0.78,0.04741,Non-controlled
791.77,moderado,-1056.91,0.08,0.52882,Non-controlled
792,baixo,-1056.99,0.64,0.04791,Non-controlled
792,moderado,-1057.63,0.08,0.43196,Non-controlled
792,baixo,-1057.71,6.52,0.04716,Non-controlled
797,alto,-1064.23,0.15,4.46485,Non-controlled
797,moderado,-1064.38,0.08,0.09618,Non-controlled
797,baixo,-1064.46,0.29,0.04715,Non-controlled
797,moderado,-1064.75,0.22,0.19271,Non-controlled
797,baixo,-1064.97,4.21,0.14362,Non-controlled
800,alto,-1069.18,0.64,2.88425,Non-controlled
801,moderado,-1069.82,0.29,0.43596,Non-controlled
801,baixo,-1070.11,2.95,0.19207,Non-controlled
803,alto,-1073.06,0.57,2.01962,Non-controlled
803,moderado,-1073.63,0.15,0.38381,Non-controlled
803,baixo,-1073.78,3.23,0.09716,Non-controlled
805,alto,-1077.01,0.08,2.21135,Non-controlled
806,moderado,-1077.09,0.43,0.04797,Non-controlled
806,baixo,-1077.52,1.27,0.29166,Non-controlled
807,moderado,-1078.79,0.08,0.86864,Non-controlled
807,baixo,-1078.87,0.36,0.04726,Non-controlled
807,moderado,-1079.23,0.08,0.24052,Non-controlled
807,alto,-1079.31,0.15,0.04681,Non-controlled
807,moderado,-1079.46,0.08,0.09781,Non-controlled
807,baixo,-1079.54,1.06,0.04687,Non-controlled
808,moderado,-1080.6,0.08,0.72012,Non-controlled
808,alto,-1080.68,1.34,0.04791,Non-controlled
809,moderado,-1082.02,0.22,0.91646,Non-controlled
809,alto,-1082.24,0.22,0.14402,Non-controlled
809,baixo,-1082.46,0.57,0.14768,Non-controlled
810,alto,-1083.03,0.43,0.38388,Non-controlled
810,moderado,-1083.46,0.57,0.29209,Non-controlled
810,alto,-1084.03,0.29,0.3836,Non-controlled
810,moderado,-1084.32,0.08,0.19588,Non-controlled
810,baixo,-1084.4,1.55,0.04868,Non-controlled
811,alto,-1085.95,0.5,1.05618,Non-controlled
812,moderado,-1086.45,0.15,0.33981,Non-controlled
812,baixo,-1086.6,0.99,0.09723,Non-controlled
812.6,moderado,-1087.59,0.15,0.67393,Non-controlled
813,baixo,-1087.74,0.22,0.10384,Non-controlled
813,alto,-1087.96,0.78,0.14957,Non-controlled
813,moderado,-1088.74,0.08,0.53693,Non-controlled
813,baixo,-1088.82,1.34,0.05011,Non-controlled
814,alto,-1090.16,0.64,0.93298,Non-controlled
815,moderado,-1090.8,0.15,0.43429,Non-controlled
814.91,baixo,-1090.95,1.69,0.10183,Non-controlled
816,alto,-1092.64,1.97,1.15845,Non-controlled
817,moderado,-1094.61,0.22,1.36075,Non-controlled
818,baixo,-1094.83,5.12,0.14844,Non-controlled
821,moderado,-1099.95,0.08,3.5066,Non-controlled
821,alto,-1100.03,1.62,0.04887,Non-controlled
822,moderado,-1101.65,0.36,1.10455,Non-controlled
822,alto,-1102.01,0.43,0.24418,Non-controlled
823,moderado,-1102.44,0.15,0.28735,Non-controlled
823,baixo,-1102.59,0.5,0.09742,Non-controlled
823,moderado,-1103.09,0.08,0.34239,Non-controlled
823,baixo,-1103.17,0.57,0.04787,Non-controlled
824,alto,-1103.74,0.36,0.38753,Non-controlled
824,moderado,-1104.1,0.57,0.24469,Non-controlled
824,alto,-1104.67,1.2,0.38841,Non-controlled
825,moderado,-1105.87,0.5,0.81586,Non-controlled
825,baixo,-1106.37,0.15,0.33978,Non-controlled
826,alto,-1106.52,0.71,0.09626,Non-controlled
826,moderado,-1107.23,0.36,0.47961,Non-controlled
826,baixo,-1107.59,1.48,0.24056,Non-controlled
827,moderado,-1109.07,0.08,1.01195,Non-controlled
827,baixo,-1109.15,0.5,0.04753,Non-controlled
828,moderado,-1109.65,0.08,0.33994,Non-controlled
828,baixo,-1109.73,3.93,0.04849,Non-controlled
830.39,moderado,-1113.66,0.08,2.69216,Non-controlled
830,baixo,-1113.74,0.71,0.04747,Non-controlled
831,alto,-1114.45,0.36,0.48028,Non-controlled
831,moderado,-1114.81,0.08,0.24016,Non-controlled
831,baixo,-1114.89,0.78,0.04686,Non-controlled
832,alto,-1115.67,0.15,0.53307,Non-controlled
832,moderado,-1115.82,0.22,0.09745,Non-controlled
832,baixo,-1116.04,2.25,0.14634,Non-controlled
834,alto,-1118.29,0.36,1.54008,Non-controlled
834,moderado,-1118.65,0.43,0.24422,Non-controlled
834,baixo,-1119.08,0.36,0.29197,Non-controlled
834,alto,-1119.44,0.08,0.2435,Non-controlled
834,moderado,-1119.52,0.22,0.04829,Non-controlled
834,baixo,-1119.74,2.32,0.14795,Non-controlled
836,alto,-1122.06,0.57,1.58827,Non-controlled
836,moderado,-1122.63,0.08,0.38805,Non-controlled
837,baixo,-1122.71,3.16,0.04748,Non-controlled
839,alto,-1125.87,0.15,2.16358,Non-controlled
839,moderado,-1126.02,0.29,0.09825,Non-controlled
839,baixo,-1126.31,0.08,0.19873,Non-controlled
839,alto,-1126.39,0.64,0.04764,Non-controlled
839,moderado,-1127.03,0.08,0.43223,Non-controlled
840,baixo,-1127.11,1.97,0.04784,Non-controlled
841,moderado,-1129.08,0.08,1.34802,Non-controlled
841,baixo,-1129.16,1.62,0.04788,Non-controlled
842,alto,-1130.78,0.92,1.11162,Non-controlled
843,moderado,-1131.7,0.15,0.62472,Non-controlled
843,baixo,-1131.85,0.85,0.0958,Non-controlled
843,alto,-1132.7,0.92,0.58004,Non-controlled
844,moderado,-1133.62,0.22,0.62821,Non-controlled
844,baixo,-1133.84,1.62,0.14381,Non-controlled
845,moderado,-1135.46,0.29,1.10795,Non-controlled
845,alto,-1135.75,0.71,0.19623,Non-controlled
846,moderado,-1136.46,0.22,0.4831,Non-controlled
846,alto,-1136.68,0.57,0.14873,Non-controlled
846,moderado,-1137.25,0.08,0.38814,Non-controlled
846,baixo,-1137.33,4.63,0.04765,Non-controlled
850,alto,-1141.96,0.08,3.16827,Non-controlled
850,moderado,-1142.04,0.08,0.04773,Non-controlled
850,alto,-1142.12,0.36,0.04867,Non-controlled
850,moderado,-1142.48,0.08,0.24769,Non-controlled
850,baixo,-1142.56,0.36,0.04776,Non-controlled
850,alto,-1142.92,0.15,0.24821,Non-controlled
850,moderado,-1143.07,0.08,0.09697,Non-controlled
850,baixo,-1143.15,12.19,0.05023,Non-controlled
859,alto,-1155.34,0.78,8.36086,Non-controlled
859.31,moderado,-1156.12,0.08,0.53201,Non-controlled
859,baixo,-1156.2,1.13,0.04787,Non-controlled
860,alto,-1157.33,0.43,0.77217,Non-controlled
860,moderado,-1157.76,0.08,0.29177,Non-controlled
860,baixo,-1157.84,4.07,0.04795,Non-controlled
863,moderado,-1161.91,0.08,2.78839,Non-controlled
863,baixo,-1161.99,1.62,0.04762,Non-controlled
864,alto,-1163.61,0.64,1.10409,Non-controlled
865,moderado,-1164.25,0.29,0.43497,Non-controlled
865,baixo,-1164.54,2.74,0.1927,Non-controlled
867,alto,-1167.28,0.08,1.87251,Non-controlled
867,moderado,-1167.36,0.15,0.04757,Non-controlled
867,alto,-1167.51,0.22,0.09677,Non-controlled
867,moderado,-1167.73,0.15,0.14764,Non-controlled
867,baixo,-1167.88,0.08,0.0973,Non-controlled
867,moderado,-1167.96,0.22,0.05045,Non-controlled
867,baixo,-1168.18,0.71,0.14827,Non-controlled
868,moderado,-1168.89,0.08,0.48387,Non-controlled
868,baixo,-1168.97,2.04,0.04708,Non-controlled
869,moderado,-1171.01,0.22,1,Non-controlled
870,baixo,-1171.23,1.83,0.14803,Non-controlled
871,alto,-1173.06,0.08,1.25153,Non-controlled
871,moderado,-1173.14,0.15,0.04796,Non-controlled
870.97,alto,-1173.29,0.92,0.09721,Non-controlled
872,moderado,-1174.21,0.15,0.62291,Non-controlled
872,alto,-1174.36,0.71,0.09771,Non-controlled
872,moderado,-1175.07,0.15,0.48239,Non-controlled
872.27,baixo,-1175.22,1.9,0.09671,Non-controlled
874,moderado,-1177.12,0.08,1.2994,Non-controlled
874,baixo,-1177.2,10.37,0.04756,Non-controlled
881,moderado,-1187.57,0.08,7.12061,Non-controlled
881,baixo,-1187.65,0.57,0.04747,Non-controlled
881,alto,-1188.22,0.29,0.38817,Non-controlled
881,moderado,-1188.51,0.08,0.19566,Non-controlled
881,baixo,-1188.59,3.09,0.04866,Non-controlled
884,alto,-1191.68,0.57,2.11209,Non-controlled
884,moderado,-1192.25,0.08,0.3882,Non-controlled
884,baixo,-1192.33,9.88,0.04685,Non-controlled
891,moderado,-1202.21,0.08,6.77678,Non-controlled
891,alto,-1202.29,0.22,0.04749,Non-controlled
891,baixo,-1202.51,0.71,0.14778,Non-controlled
891,moderado,-1203.22,0.15,0.4849,Non-controlled
892,baixo,-1203.37,1.13,0.09712,Non-controlled
892,moderado,-1204.5,0.08,0.7749,Non-controlled
892,alto,-1204.58,1.55,0.04773,Non-controlled
893,moderado,-1206.13,0.15,1.05618,Non-controlled
893,baixo,-1206.28,4.14,0.09668,Non-controlled
896.33,moderado,-1210.42,0.15,2.83552,Non-controlled
896,baixo,-1210.57,1.9,0.09637,Non-controlled
898,moderado,-1212.47,0.08,1.29544,Non-controlled
898,baixo,-1212.55,2.81,0.04761,Non-controlled
900,alto,-1215.36,0.08,1.92453,Non-controlled
900,moderado,-1215.44,0.08,0.04778,Non-controlled
900,baixo,-1215.52,0.43,0.04945,Non-controlled
900,moderado,-1215.95,0.08,0.29063,Non-controlled
900,baixo,-1216.03,7.99,0.0475,Non-controlled
906,moderado,-1224.02,0.22,5.48006,Non-controlled
906,baixo,-1224.24,0.15,0.14457,Non-controlled
906,moderado,-1224.39,0.5,0.09593,Non-controlled
906,baixo,-1224.89,1.34,0.33953,Non-controlled
907,moderado,-1226.23,0.15,0.91244,Non-controlled
907,baixo,-1226.38,1.83,0.10124,Non-controlled
908,alto,-1228.21,0.43,1.25083,Non-controlled
909,moderado,-1228.64,0.15,0.29194,Non-controlled
909,alto,-1228.79,0.92,0.09711,Non-controlled
909,baixo,-1229.71,0.08,0.63049,Non-controlled
910,moderado,-1229.79,0.08,0.04782,Non-controlled
909.57,baixo,-1229.87,2.46,0.0495,Non-controlled
911,moderado,-1232.33,0.15,1.68303,Non-controlled
911,baixo,-1232.48,3.79,0.0973,Non-controlled
914,alto,-1236.27,0.64,2.59492,Non-controlled
914,moderado,-1236.91,0.15,0.43534,Non-controlled
914,baixo,-1237.06,9.46,0.09762,Non-controlled
921,moderado,-1246.52,0.08,6.48697,Non-controlled
921,alto,-1246.6,0.29,0.04746,Non-controlled
921,moderado,-1246.89,0.15,0.19629,Non-controlled
921,alto,-1247.04,0.5,0.09626,Non-controlled
922,moderado,-1247.54,0.22,0.33592,Non-controlled
922,baixo,-1247.76,1.83,0.14787,Non-controlled
923,alto,-1249.59,0.15,1.24796,Non-controlled
923,moderado,-1249.74,0.08,0.09687,Non-controlled
923,baixo,-1249.82,0.71,0.04651,Non-controlled
924,alto,-1250.53,1.62,0.48084,Non-controlled
925,moderado,-1252.15,0.08,1.10778,Non-controlled
925,baixo,-1252.23,0.36,0.0475,Non-controlled
925,alto,-1252.59,3.02,0.24033,Non-controlled
927,moderado,-1255.61,0.08,2.06446,Non-controlled
927,alto,-1255.69,0.29,0.04765,Non-controlled
927,moderado,-1255.98,0.15,0.2001,Non-controlled
927,baixo,-1256.13,0.15,0.09724,Non-controlled
928,alto,-1256.28,0.71,0.09952,Non-controlled
928,moderado,-1256.99,0.08,0.47836,Non-controlled
928,baixo,-1257.07,3.02,0.04864,Non-controlled
930,moderado,-1260.09,0.08,2.06823,Non-controlled
930,alto,-1260.17,0.15,0.04795,Non-controlled
930,moderado,-1260.32,0.5,0.0975,Non-controlled
931,baixo,-1260.82,2.11,0.34224,Non-controlled
932,alto,-1262.93,1.48,1.44049,Non-controlled
