Tref:,1514232786,0.791222,=B1+C1

Sensor Sender ID, Patient Health Status, Detected Emergency?, T bodyhub.processed (s), T sensornode.collected (s), delta (s)
16,bad,true,618.744,618.673,0.071765
10,bad,true,619.981,619.874,0.106423
17,bad,true,620.626,620.558,0.0678181
9,bad,false,621.897,621.889,0.00811206
2,bad,true,622.397,622.224,0.173376
12,bad,true,622.899,622.802,0.0972441
8,bad,true,622.899,622.886,0.0136042
6,bad,false,624.406,624.378,0.0280777
3,bad,false,625.032,624.991,0.0418166
4,bad,false,627.505,627.468,0.0367374
18,bad,true,629.001,628.942,0.0589988
19,bad,true,629.375,629.32,0.0542325
17,bad,false,629.502,629.435,0.0665622
2,bad,false,631.982,631.806,0.176228
9,bad,false,633.156,633.148,0.00811526
1,bad,true,633.901,633.788,0.113199
6,bad,false,635.055,635.03,0.0244479
3,bad,true,636.299,636.257,0.0422927
15,bad,false,636.671,636.593,0.0775631
7,bad,false,637.167,637.148,0.0184846
16,bad,false,637.786,637.715,0.0711782
