Sensor remetente, Estado do Paciente, Enviado às (s), Processado às (s), Diff (s)
Sensor1,medio,145847,145936,0.0892977
Sensor3,medio,145967,146.14,0.172719
Sensor4,medio,146074,146.14,0.0663449
Sensor2,medio,146162,146235,0.0734177
Sensor1,medio,146351,146437,0.0854078
Sensor0,medio,146345,146535,0.189803
Sensor3,medio,146465,146639,0.173563
Sensor4,medio,146.57,146639,0.0686036
Sensor1,medio,146.85,146935,0.0856641
Sensor3,medio,146969,147138,0.169016
Sensor4,medio,147069,147138,0.0687336
Sensor2,medio,147163,147238,0.0754614
Sensor1,medio,147351,147437,0.086816
Sensor0,medio,147344,147536,0.19262
Sensor3,medio,147467,147638,0.170426
Sensor4,medio,147576,147638,0.0619507
Sensor1,medio,147848,147938,0.0900545
Sensor3,medio,147968,148139,0.171276
Sensor4,medio,148075,148139,0.0643687
Sensor2,medio,148162,148236,0.0738543
Sensor1,medio,148346,148435,0.0895727
Sensor0,medio,148.34,148535,0.195158
Sensor3,medio,148458,148636,0.17734
Sensor4,medio,148565,148636,0.0709598
Sensor1,medio,148849,148937,0.0877907
Sensor3,medio,148967,149137,0.170281
Sensor4,medio,149075,149137,0.0626528
Sensor2,medio,149157,149235,0.0778554
Sensor0,medio,149343,149535,0.192259
Sensor3,medio,149462,149637,0.175169
Sensor4,medio,149571,149638,0.0670431
Sensor1,medio,149846,149935,0.088985
Sensor0,medio,149.84,150036,0.195173
Sensor3,medio,149961,150138,0.177463
Sensor4,medio,150071,150139,0.0673319
Sensor2,medio,150166,150235,0.0698324
Sensor0,medio,150343,150535,0.19243
Sensor3,medio,150462,150.64,0.177827
Sensor4,medio,150575,150.64,0.0652469
Sensor1,medio,150853,150935,0.0823549
Sensor0,medio,150845,151035,0.190252
Sensor3,medio,150966,151139,0.172924
Sensor4,medio,151069,151139,0.0704521
Sensor2,medio,151.16,151238,0.0786922
Sensor1,medio,151349,151437,0.0885949
Sensor0,medio,151342,151537,0.195462
Sensor3,medio,151468,151639,0.17166
Sensor4,medio,151575,151.64,0.0644754
Sensor1,medio,151846,151939,0.0927227
Sensor0,medio,151.84,152036,0.196208
Sensor3,medio,151.97,152136,0.165693
Sensor4,medio,152073,152136,0.063009
Sensor2,medio,152155,152236,0.0818293
Sensor1,medio,152347,152435,0.0881126
Sensor0,medio,152341,152538,0.19611
Sensor3,medio,152458,152636,0.178144
Sensor4,medio,152575,152637,0.0617078
Sensor1,medio,152.85,152938,0.0881447
Sensor0,medio,152842,153039,0.196209
Sensor3,medio,152966,153139,0.173316
Sensor4,medio,153078,153139,0.061495
Sensor2,medio,153159,153235,0.0760555
Sensor1,medio,153353,153437,0.0838349
Sensor0,medio,153343,153537,0.193559
Sensor3,medio,153463,153639,0.176016
Sensor4,medio,153572,153.64,0.0672464
Sensor1,medio,153847,153938,0.0905267
Sensor0,medio,153841,154035,0.193902
Sensor3,medio,153964,154136,0.171397
Sensor4,medio,154068,154136,0.0675592
Sensor2,medio,154158,154235,0.0768874
Sensor1,medio,154352,154435,0.083175
Sensor0,medio,154342,154538,0.196481
Sensor3,medio,154.46,154637,0.177134
Sensor4,medio,154571,154638,0.066536
Sensor1,medio,154848,154937,0.0883659
Sensor0,medio,154842,155035,0.193021
Sensor3,medio,154962,155136,0.17431
Sensor4,medio,155076,155136,0.0605027
Sensor2,medio,155158,155237,0.0784775
Sensor1,medio,155346,155437,0.0909169
Sensor0,medio,155.34,155535,0.195014
Sensor3,medio,155469,155636,0.167204
Sensor4,medio,155566,155636,0.0700648
Sensor0,medio,155843,156035,0.191794
Sensor3,medio,155958,156136,0.178234
Sensor4,medio,156064,156136,0.0716061
Sensor2,medio,156154,156235,0.081486
Sensor1,medio,156348,156438,0.0894883
Sensor0,medio,156342,156537,0.194634
Sensor3,medio,156469,156636,0.166679
Sensor4,medio,156574,156636,0.0619437
Sensor0,medio,156842,157038,0.196141
Sensor3,medio,156964,157136,0.171479
Sensor4,medio,157076,157136,0.0600793
Sensor2,medio,157.16,157236,0.0764026
Sensor1,medio,157347,157435,0.0876225
Sensor0,medio,157342,157538,0.195979
Sensor3,medio,157464,157636,0.172184
Sensor4,medio,157576,157636,0.0603002
Sensor0,medio,157844,158035,0.191512
Sensor3,medio,157965,158138,0.17306
Sensor4,medio,158077,158139,0.0618546
Sensor2,medio,158159,158235,0.0757345
Sensor1,medio,158346,158435,0.0894955
Sensor0,medio,158.34,158536,0.195636
Sensor3,medio,158465,158638,0.173286
Sensor4,medio,158573,158638,0.0650929
Sensor0,medio,158841,159035,0.193723
Sensor3,medio,158957,159136,0.178268
Sensor4,medio,159.07,159136,0.066239
Sensor2,medio,159154,159235,0.0809257
Sensor1,medio,159346,159435,0.0894584
Sensor0,medio,159.34,159535,0.194936
Sensor3,medio,159459,159637,0.178729
Sensor4,medio,159565,159638,0.072575
Sensor0,medio,159842,160035,0.192781
Sensor3,medio,159961,160137,0.175787
Sensor4,medio,160066,160137,0.0716801
Sensor2,medio,160.16,160239,0.0795133
Sensor1,medio,160348,160437,0.0883297
Sensor0,medio,160342,160538,0.196387
Sensor3,medio,160467,160639,0.17195
Sensor4,medio,160578,160639,0.0615924
Sensor1,medio,160846,160935,0.0892921
Sensor0,medio,160.84,161038,0.197359
Sensor3,medio,160963,161138,0.175172
Sensor4,medio,161073,161139,0.0654792
Sensor2,medio,161161,161236,0.0748689
Sensor1,medio,161346,161435,0.0895813
Sensor0,medio,161.34,161537,0.196604
Sensor3,medio,161459,161636,0.176997
Sensor4,medio,161573,161636,0.0629206
Sensor0,medio,161.84,162038,0.197585
Sensor3,medio,161962,162.14,0.178573
Sensor4,medio,162071,162.14,0.069525
Sensor2,medio,162162,162237,0.0749673
Sensor1,medio,162347,162435,0.0876858
Sensor0,medio,162341,162539,0.198261
Sensor3,medio,162464,162638,0.174108
Sensor4,medio,162578,162639,0.060568
Sensor0,medio,162845,163037,0.191738
Sensor3,medio,162965,163136,0.170692
Sensor4,medio,163076,163136,0.0597805
Sensor2,medio,163162,163235,0.0738941
Sensor1,medio,163352,163435,0.0831448
Sensor0,medio,163346,163536,0.190076
Sensor3,medio,163466,163636,0.169632
Sensor4,medio,163574,163636,0.0618497
Sensor0,medio,163843,164037,0.194559
Sensor3,medio,163965,164136,0.170194
Sensor4,medio,164067,164136,0.0685312
Sensor2,medio,164161,164235,0.0743724
Sensor1,medio,164352,164439,0.0867233
Sensor0,medio,164344,164539,0.194832
Sensor3,medio,164468,164.64,0.171477
Sensor4,medio,164585,164.64,0.0547074
Sensor0,medio,164842,165037,0.194753
Sensor3,medio,164963,165136,0.173313
Sensor4,medio,165073,165136,0.062913
Sensor2,medio,165157,165235,0.0778468
Sensor1,medio,165.35,165438,0.0886495
Sensor0,medio,165343,165538,0.194904
Sensor3,medio,165467,165636,0.168838
Sensor4,medio,165576,165636,0.0601456
Sensor0,medio,165843,166039,0.195612
Sensor3,medio,165965,166138,0.172306
Sensor4,medio,166.08,166138,0.0577307
Sensor2,medio,166158,166238,0.0804511
Sensor1,medio,166351,166435,0.0841372
Sensor0,medio,166344,166536,0.191881
Sensor3,medio,166466,166638,0.172157
Sensor4,medio,166579,166639,0.0597569
Sensor0,medio,166841,167035,0.194325
Sensor3,medio,166968,167136,0.167366
Sensor4,medio,167072,167136,0.0634155
Sensor2,medio,167156,167237,0.0806889
Sensor1,medio,167351,167435,0.0846232
Sensor0,medio,167343,167538,0.195141
Sensor3,medio,167464,167636,0.171666
Sensor4,medio,167575,167636,0.0609289
Sensor0,medio,167842,168038,0.195296
Sensor3,medio,167964,168137,0.173532
Sensor4,medio,168075,168138,0.063173
Sensor2,medio,168158,168237,0.0785201
Sensor1,medio,168349,168438,0.0894702
Sensor0,medio,168343,168535,0.192418
Sensor3,medio,168466,168.64,0.173948
Sensor4,medio,168577,168.64,0.0632693
Sensor0,medio,168842,169038,0.196278
Sensor3,medio,168964,169139,0.174922
Sensor4,medio,169077,169139,0.0622045
Sensor2,medio,169162,169238,0.0758723
Sensor1,medio,169.35,169436,0.085771
Sensor0,medio,169341,169539,0.197288
Sensor3,medio,169465,169639,0.173402
Sensor4,medio,169585,169639,0.0544251
Sensor0,medio,169843,170037,0.193586
Sensor3,medio,169962,170136,0.174514
Sensor4,medio,170075,170136,0.0612936
Sensor2,medio,170162,170235,0.072986
Sensor1,medio,170346,170435,0.0891513
Sensor0,medio,170.34,170537,0.197108
Sensor3,medio,170464,170638,0.174162
Sensor4,medio,170572,170639,0.0664679
Sensor2,medio,170657,170.74,0.0836133
Sensor0,medio,170845,171035,0.190069
Sensor3,medio,170966,171138,0.172049
Sensor4,medio,171073,171138,0.0651287
Sensor1,medio,171347,171.44,0.0929566
Sensor0,medio,171341,171539,0.198359
Sensor3,medio,171468,171636,0.167994
Sensor4,medio,171.58,171636,0.0560137
Sensor2,medio,171658,171.74,0.0819152
Sensor0,medio,171.84,172035,0.195026
Sensor3,medio,171965,172139,0.174792
Sensor4,medio,172072,172.14,0.0673067
Sensor1,medio,172346,172436,0.0907759
Sensor0,medio,172.34,172536,0.196044
Sensor3,medio,172461,172638,0.176989
Sensor4,medio,172572,172639,0.066506
Sensor2,medio,172661,172736,0.0743721
Sensor0,medio,172842,173037,0.195188
Sensor3,medio,172964,173139,0.174326
Sensor4,medio,173.07,173139,0.0687556
Sensor1,medio,173346,173435,0.0894252
Sensor0,medio,173.34,173535,0.195062
Sensor3,medio,173459,173636,0.177128
Sensor4,medio,173565,173636,0.0708504
Sensor2,medio,173653,173735,0.0816186
Sensor3,medio,173957,174136,0.178761
Sensor4,medio,174063,174136,0.0728971
Sensor1,medio,174346,174435,0.0893394
Sensor0,medio,174.34,174535,0.195039
Sensor3,medio,174458,174636,0.177247
Sensor4,medio,174565,174636,0.0709456
Sensor2,medio,174653,174735,0.0818476
Sensor3,medio,174957,175136,0.178368
Sensor4,medio,175063,175136,0.0725935
Sensor1,medio,175346,175437,0.0915178
Sensor0,bom,175.34,175537,0.196661
Sensor3,medio,175463,175638,0.174665
Sensor2,bom,175659,175738,0.0793222
Sensor3,medio,175964,176139,0.175491
Sensor4,medio,176079,176.14,0.0614318
Sensor1,medio,176.35,176438,0.088326
Sensor0,bom,176342,176535,0.192515
Sensor3,medio,176467,176635,0.168138
Sensor2,bom,176652,176735,0.0828256
Sensor3,medio,176957,177136,0.178833
Sensor4,medio,177063,177136,0.0729866
Sensor1,medio,177348,177438,0.0902359
Sensor0,bom,177342,177.54,0.197915
Sensor3,medio,177.47,177635,0.164696
Sensor2,bom,177654,177735,0.081544
Sensor3,medio,177959,178.14,0.18061
Sensor4,medio,178073,178.14,0.0672249
Sensor1,medio,178354,178435,0.080973
Sensor0,bom,178344,178.54,0.19569
Sensor3,medio,178.46,178637,0.1769
Sensor2,bom,178659,178735,0.0764664
Sensor3,medio,178957,179138,0.180361
Sensor4,medio,179071,179139,0.0673994
Sensor1,medio,179351,179435,0.0843686
Sensor0,bom,179345,179535,0.190352
Sensor3,medio,179461,179635,0.174242
Sensor2,bom,179654,179735,0.0809424
Sensor3,medio,179957,180139,0.181698
Sensor4,medio,180065,180139,0.0747466
Sensor1,medio,180347,180435,0.087647
Sensor0,bom,180341,180535,0.193823
Sensor3,medio,180464,180639,0.175356
Sensor2,bom,180659,180735,0.0764247
Sensor3,medio,180966,181136,0.169664
Sensor4,medio,181075,181136,0.0612598
Sensor1,medio,181349,181439,0.089573
Sensor0,bom,181341,181535,0.194105
Sensor3,medio,181469,181638,0.168771
Sensor2,bom,181659,181737,0.0777048
Sensor3,medio,181963,182137,0.173883
Sensor4,medio,182063,182138,0.0747091
Sensor1,medio,182347,182435,0.0881533
Sensor0,bom,182.34,182538,0.197934
Sensor3,medio,182.46,182635,0.175189
Sensor2,bom,182656,182735,0.0790275
Sensor3,medio,182957,183136,0.178844
Sensor4,medio,183064,183136,0.0726927
Sensor1,medio,183348,183438,0.0903261
Sensor0,bom,183342,183537,0.19531
Sensor3,medio,183474,183638,0.163481
Sensor2,bom,183663,183737,0.0739459
Sensor3,medio,183957,184136,0.178676
Sensor4,medio,184063,184136,0.0728767
Sensor1,medio,184.35,184435,0.0852215
Sensor0,bom,184342,184535,0.192683
Sensor3,medio,184459,184635,0.175744
Sensor2,bom,184652,184738,0.0854777
Sensor3,ruim,184959,185136,0.176345
Sensor4,ruim,185063,185136,0.0726893
Sensor3,ruim,185057,185235,0.178016
Sensor3,ruim,185.16,185335,0.175424
Sensor1,ruim,185.35,185437,0.0864217
Sensor3,ruim,185259,185437,0.177859
Sensor0,bom,185345,185539,0.194526
Sensor3,ruim,185364,185.54,0.175366
Sensor3,ruim,185464,185638,0.174159
Sensor2,bom,185.66,185736,0.076353
Sensor3,ruim,185571,185737,0.165353
Sensor3,ruim,185669,185839,0.169446
Sensor3,ruim,185769,185937,0.167701
Sensor3,ruim,185869,186035,0.165642
Sensor3,ruim,185967,186136,0.168897
Sensor4,ruim,186.07,186136,0.0662881
Sensor3,ruim,186.06,186236,0.176136
Sensor3,ruim,186165,186338,0.172197
Sensor1,ruim,186.35,186437,0.0873966
Sensor3,ruim,186261,186437,0.17626
Sensor0,bom,186344,186537,0.193449
Sensor3,ruim,186367,186537,0.169861
Sensor3,ruim,186464,186636,0.172512
Sensor2,bom,186657,186738,0.0809499
Sensor3,ruim,186563,186739,0.175303
Sensor3,ruim,186666,186838,0.171613
Sensor3,ruim,186772,186937,0.164151
Sensor3,ruim,186868,187037,0.169612
Sensor3,ruim,186962,187136,0.173314
Sensor4,ruim,187067,187136,0.0685458
Sensor3,ruim,187.06,187238,0.177592
Sensor3,ruim,187163,187335,0.171906
Sensor1,ruim,187348,187437,0.0883675
Sensor3,ruim,187265,187437,0.172639
Sensor0,bom,187341,187539,0.197512
Sensor3,ruim,187363,187539,0.176003
Sensor3,ruim,187.47,187638,0.168907
Sensor2,bom,187661,187738,0.0773406
Sensor3,ruim,187568,187739,0.170337
Sensor3,ruim,187667,187835,0.167876
Sensor3,ruim,187773,187935,0.16189
Sensor3,ruim,187862,188035,0.17353
Sensor3,ruim,187961,188136,0.175326
Sensor4,ruim,188076,188136,0.0603275
Sensor3,ruim,188064,188235,0.170874
Sensor3,ruim,188161,188337,0.175393
Sensor1,ruim,188348,188438,0.0901426
Sensor3,ruim,188259,188439,0.179625
Sensor0,bom,188343,188536,0.192992
Sensor3,ruim,188365,188536,0.170512
Sensor3,ruim,188465,188635,0.170242
Sensor2,bom,188654,188736,0.081224
Sensor3,ruim,188.56,188736,0.175816
Sensor3,ruim,188661,188835,0.174494
Sensor3,ruim,188761,188936,0.175423
Sensor3,ruim,188862,189039,0.177415
Sensor3,ruim,188965,189138,0.173005
Sensor4,ruim,189082,189139,0.0564664
Sensor3,ruim,189075,189237,0.161532
Sensor3,ruim,189172,189335,0.162813
Sensor1,ruim,189346,189437,0.0903296
Sensor3,ruim,189268,189437,0.169546
Sensor0,bom,189341,189536,0.195283
Sensor3,ruim,189359,189536,0.176899
Sensor3,ruim,189469,189637,0.167615
Sensor2,bom,189665,189736,0.0708782
Sensor3,ruim,189566,189736,0.169788
Sensor3,ruim,189674,189839,0.165114
Sensor3,ruim,189767,189935,0.167638
Sensor3,ruim,189868,190035,0.166967
Sensor3,ruim,189959,190136,0.176456
Sensor4,ruim,190065,190136,0.0708783
Sensor3,ruim,190059,190235,0.17628
Sensor3,ruim,190.16,190335,0.175251
Sensor1,ruim,190348,190436,0.0877344
Sensor3,ruim,190259,190436,0.176816
Sensor0,bom,190342,190536,0.193322
Sensor3,ruim,190362,190536,0.174101
Sensor3,ruim,190.46,190635,0.174907
Sensor2,medio,190653,190736,0.0824486
Sensor3,ruim,190562,190736,0.173763
Sensor3,ruim,190659,190839,0.179667
Sensor3,ruim,190761,190935,0.174308
Sensor3,ruim,190875,191035,0.160076
Sensor3,ruim,190959,191136,0.176424
Sensor4,ruim,191066,191136,0.0696973
Sensor2,medio,191157,191236,0.078307
Sensor3,ruim,191059,191236,0.176703
Sensor3,ruim,191167,191335,0.167959
Sensor1,ruim,191346,191436,0.0892392
Sensor3,ruim,191261,191436,0.17469
Sensor0,bom,191341,191536,0.195013
Sensor3,ruim,191359,191536,0.177263
Sensor3,medio,191461,191636,0.175628
Sensor2,medio,191656,191735,0.0794643
Sensor3,medio,191964,192139,0.174434
Sensor4,medio,192.07,192139,0.0685241
Sensor2,medio,192161,192239,0.0778043
Sensor1,medio,192346,192435,0.0893193
Sensor0,bom,192.34,192535,0.195102
Sensor3,medio,192459,192635,0.176291
Sensor2,medio,192656,192738,0.0812097
Sensor3,medio,192965,193136,0.170918
Sensor4,medio,193072,193136,0.0643861
Sensor2,medio,193154,193235,0.0815175
Sensor1,medio,193352,193438,0.086377
Sensor0,bom,193342,193537,0.194311
Sensor3,medio,193472,193635,0.162637
Sensor2,medio,193658,193739,0.0813381
Sensor3,medio,193959,194136,0.176732
Sensor4,medio,194074,194136,0.0620079
Sensor2,medio,194155,194235,0.0801236
Sensor1,medio,194348,194435,0.086714
Sensor0,bom,194343,194535,0.192308
Sensor3,medio,194458,194636,0.17795
Sensor2,medio,194656,194.74,0.0845617
Sensor3,medio,194.96,195139,0.178616
Sensor4,medio,195068,195.14,0.0723142
Sensor2,medio,195159,195237,0.0779045
Sensor1,medio,195347,195435,0.0886017
Sensor0,bom,195341,195539,0.198224
Sensor3,medio,195465,195637,0.172124
Sensor2,medio,195.66,195739,0.0787849
Sensor3,medio,195963,196139,0.175488
Sensor4,medio,196065,196139,0.074152
Sensor2,medio,196165,196238,0.0734309
Sensor1,medio,196346,196435,0.0893978
Sensor0,bom,196.34,196535,0.195144
Sensor3,medio,196.46,196635,0.175077
Sensor2,medio,196652,196735,0.0827028
Sensor3,medio,196957,197136,0.178854
Sensor4,medio,197.07,197136,0.0667586
Sensor2,ruim,197.16,197235,0.0747341
Sensor2,ruim,197259,197337,0.0780784
Sensor1,ruim,197352,197436,0.084201
Sensor2,ruim,197361,197436,0.075235
Sensor0,bom,197345,197536,0.190485
Sensor2,ruim,197455,197536,0.0814034
Sensor2,ruim,197555,197636,0.0810974
Sensor3,medio,197461,197636,0.175023
Sensor2,ruim,197659,197735,0.0760545
Sensor2,ruim,197753,197835,0.082304
Sensor2,ruim,197854,197935,0.0812703
Sensor2,ruim,197.96,198035,0.0755534
Sensor2,ruim,198058,198139,0.0806871
Sensor3,medio,197968,198139,0.17165
Sensor4,medio,198077,198139,0.0622531
Sensor2,ruim,198.16,198236,0.0764584
Sensor2,ruim,198259,198338,0.0780992
Sensor1,ruim,198354,198436,0.0823629
Sensor2,ruim,198365,198436,0.0712237
Sensor0,bom,198345,198538,0.192522
Sensor2,ruim,198.46,198538,0.0786217
Sensor2,ruim,198559,198636,0.0764418
Sensor3,medio,198471,198636,0.16502
Sensor2,ruim,198655,198735,0.080155
Sensor2,ruim,198753,198835,0.0824238
Sensor2,ruim,198853,198935,0.0825119
Sensor2,ruim,198955,199038,0.0823269
Sensor2,ruim,199061,199139,0.0780972
Sensor3,medio,198962,199139,0.177684
Sensor4,medio,199077,199.14,0.0624784
Sensor2,ruim,199163,199238,0.07554
Sensor2,ruim,199262,199337,0.0749254
Sensor1,ruim,199.35,199436,0.0860868
Sensor2,ruim,199358,199436,0.0779303
Sensor0,bom,199343,199536,0.193171
Sensor2,ruim,199454,199536,0.0816913
Sensor2,ruim,199558,199637,0.0795662
Sensor3,medio,199461,199638,0.177114
Sensor2,ruim,199661,199735,0.0744903
Sensor2,ruim,199753,199835,0.0818409
Sensor2,ruim,199853,199935,0.082201
Sensor2,ruim,199953,200035,0.081784
Sensor2,ruim,200054,200136,0.0824269
Sensor3,medio,199959,200136,0.177148
Sensor4,medio,200066,200136,0.0702721
Sensor2,ruim,200156,200235,0.0792111
Sensor2,ruim,200253,200336,0.0827903
Sensor1,ruim,200.35,200438,0.0882044
Sensor2,ruim,200356,200439,0.0825422
Sensor0,medio,200344,200538,0.194197
Sensor2,ruim,200.46,200538,0.07853
Sensor2,ruim,200563,200.64,0.0765748
Sensor3,medio,200468,200.64,0.171874
Sensor4,medio,200585,200.64,0.0552716
Sensor2,ruim,200665,200736,0.0702212
Sensor2,ruim,200756,200835,0.0796231
Sensor2,ruim,200858,200937,0.0786768
Sensor2,ruim,200957,201035,0.0776431
Sensor2,ruim,201059,201137,0.0788562
Sensor3,medio,200967,201138,0.170579
Sensor4,medio,201075,201138,0.0628563
Sensor2,ruim,201161,201238,0.0766894
Sensor2,ruim,201258,201335,0.0771417
Sensor1,ruim,201351,201437,0.0865663
Sensor2,ruim,201358,201437,0.0792539
Sensor0,medio,201342,201.54,0.198196
Sensor2,ruim,201462,201541,0.0794259
Sensor2,ruim,201564,201638,0.0735069
Sensor3,medio,201474,201638,0.163846
Sensor4,medio,201582,201639,0.0564031
Sensor2,ruim,201662,201735,0.0731952
Sensor2,ruim,201754,201838,0.0846052
Sensor2,ruim,201.86,201935,0.0753347
Sensor2,ruim,201954,202035,0.0813845
Sensor2,ruim,202054,202.14,0.0858005
Sensor3,medio,201961,202.14,0.179324
Sensor4,medio,202067,202.14,0.0737303
Sensor2,medio,202161,202235,0.0743104
Sensor1,medio,202349,202439,0.0901793
Sensor0,medio,202342,202536,0.194178
Sensor3,medio,202473,202638,0.165063
Sensor4,medio,202572,202639,0.0667427
Sensor2,medio,202659,202736,0.0775001
Sensor3,medio,202961,203137,0.176325
Sensor4,medio,203075,203138,0.0625355
Sensor2,medio,203159,203235,0.0756838
Sensor1,medio,203346,203436,0.0902564
Sensor0,medio,203.34,203538,0.1978
Sensor3,medio,203466,203639,0.172669
Sensor4,medio,203584,203639,0.0549112
Sensor2,medio,203657,203736,0.079078
Sensor3,medio,203957,204136,0.178504
Sensor4,medio,204063,204136,0.0726246
Sensor2,medio,204154,204238,0.084326
Sensor1,medio,204351,204436,0.0851045
Sensor0,medio,204344,204535,0.190702
Sensor3,medio,204462,204636,0.173827
Sensor4,medio,204567,204636,0.0683963
Sensor2,medio,204654,204735,0.0813301
Sensor3,medio,204957,205137,0.179818
Sensor4,medio,205072,205137,0.0646314
Sensor2,medio,205159,205236,0.0768831
Sensor1,medio,205347,205436,0.0886643
Sensor0,medio,205341,205539,0.197731
Sensor3,medio,205465,205639,0.173983
Sensor4,medio,205575,205639,0.0641495
Sensor2,medio,205658,205739,0.0804232
Sensor1,medio,205851,205936,0.0844484
Sensor3,medio,205967,206.14,0.172975
Sensor4,medio,206073,206.14,0.0677071
Sensor2,medio,206161,206238,0.0768163
Sensor1,medio,206346,206437,0.0912739
Sensor0,medio,206.34,206539,0.198598
Sensor3,medio,206467,206639,0.171275
Sensor4,medio,206578,206639,0.0604937
Sensor2,medio,206664,206738,0.0738675
Sensor1,medio,206851,206936,0.0852282
Sensor3,medio,206965,207136,0.171068
Sensor4,medio,207075,207136,0.0605822
Sensor2,medio,207154,207235,0.081442
Sensor1,medio,207347,207437,0.0905773
Sensor0,medio,207.34,207535,0.195045
Sensor3,medio,207466,207636,0.169932
Sensor4,medio,207568,207636,0.0681236
Sensor2,medio,207655,207736,0.0800797
Sensor1,medio,207846,207939,0.0935445
Sensor3,medio,207967,208136,0.168301
Sensor4,medio,208063,208136,0.0729606
Sensor2,medio,208153,208235,0.0816803
Sensor1,medio,208348,208435,0.086686
Sensor0,medio,208341,208539,0.198213
Sensor3,medio,208458,208.64,0.181386
Sensor4,medio,208582,208.64,0.0580203
Sensor2,medio,208664,208735,0.0716745
Sensor1,medio,208848,208937,0.0882663
Sensor3,medio,208962,209138,0.17581
Sensor4,medio,209065,209139,0.0737664
Sensor2,medio,209163,209237,0.0741325
Sensor1,medio,209346,209436,0.0903521
Sensor0,medio,209.34,209536,0.19614
Sensor3,medio,209464,209636,0.172109
Sensor4,medio,209576,209636,0.0596393
Sensor2,medio,209661,209738,0.0772665
Sensor1,medio,209847,209937,0.0899186
Sensor3,medio,209966,210136,0.169568
Sensor4,medio,210073,210136,0.0625898
Sensor2,medio,210154,210236,0.0817727
Sensor1,medio,210346,210435,0.089468
Sensor0,medio,210.34,210535,0.195079
Sensor3,medio,210459,210637,0.178492
Sensor4,medio,210565,210637,0.0721674
Sensor2,medio,210661,210735,0.074085
Sensor1,medio,210.85,210935,0.0846677
Sensor3,medio,210966,211.14,0.173437
Sensor4,medio,211069,211.14,0.0715578
Sensor1,medio,211354,211435,0.0813817
Sensor0,medio,211345,211536,0.191111
Sensor3,medio,211465,211636,0.171019
Sensor4,medio,211574,211636,0.0623379
Sensor2,medio,211655,211735,0.0797369
Sensor1,medio,211846,211935,0.0893591
Sensor3,medio,211959,212136,0.177059
Sensor4,medio,212063,212136,0.0727729
Sensor1,medio,212.35,212435,0.0847681
Sensor0,medio,212344,212537,0.193287
Sensor3,medio,212462,212637,0.174272
Sensor4,medio,212.57,212637,0.0670074
Sensor2,medio,212663,212.74,0.0770278
Sensor1,medio,212.85,212937,0.087081
Sensor3,medio,212974,213137,0.16307
Sensor4,medio,213073,213137,0.0641781
Sensor1,medio,213346,213435,0.0893741
Sensor0,medio,213.34,213536,0.19558
Sensor3,medio,213466,213636,0.170116
Sensor4,medio,213572,213636,0.0642167
Sensor2,medio,213658,213738,0.0794924
Sensor1,medio,213852,213936,0.0841494
Sensor3,medio,213967,214136,0.168818
Sensor4,medio,214073,214136,0.0627589
Sensor1,medio,214.35,214436,0.0859218
Sensor0,medio,214343,214535,0.192259
Sensor3,medio,214462,214.64,0.177679
Sensor4,medio,214573,214.64,0.0675755
Sensor2,medio,214662,214739,0.0764931
Sensor1,medio,214.85,214935,0.0856134
Sensor3,medio,214968,215138,0.1694
Sensor4,ruim,215073,215138,0.065696
Sensor4,ruim,215178,215235,0.0572385
Sensor4,ruim,215265,215338,0.072451
Sensor1,ruim,215355,215436,0.0818881
Sensor4,ruim,215383,215437,0.0539354
Sensor0,ruim,215345,215536,0.191064
Sensor1,ruim,215449,215536,0.0871667
Sensor4,ruim,215469,215537,0.0678816
Sensor1,ruim,215548,215636,0.0884156
Sensor3,ruim,215462,215637,0.174838
Sensor4,ruim,215569,215637,0.0675204
Sensor1,ruim,215651,215.74,0.0893389
Sensor2,ruim,215.66,215741,0.0812631
Sensor4,ruim,215679,215742,0.0623433
Sensor1,ruim,215756,215836,0.080309
Sensor4,ruim,215781,215836,0.0547837
Sensor1,ruim,215853,215936,0.0833747
Sensor4,ruim,215876,215936,0.060515
Sensor1,ruim,215951,216041,0.089643
Sensor4,ruim,215975,216041,0.0667672
Sensor3,ruim,215969,216139,0.170073
Sensor4,ruim,216082,216139,0.0566744
Sensor4,ruim,216181,216235,0.0541241
Sensor4,ruim,216.27,216336,0.0664223
Sensor4,ruim,216379,216439,0.0597701
Sensor0,ruim,216343,216538,0.194506
Sensor1,ruim,216453,216538,0.0857991
Sensor4,ruim,216476,216.54,0.0633784
Sensor3,ruim,216467,216636,0.169287
Sensor4,medio,216579,216636,0.0577391
Sensor2,medio,216661,216739,0.0773105
Sensor0,medio,216842,217039,0.197815
Sensor1,medio,216.95,217.04,0.0897848
Sensor4,medio,217.08,217136,0.0560438
Sensor0,medio,217343,217.54,0.196344
Sensor1,medio,217.45,217.54,0.0901708
Sensor3,medio,217465,217639,0.173556
Sensor4,medio,217.58,217639,0.0596672
Sensor2,medio,217658,217735,0.0766969
Sensor0,medio,217.84,218038,0.197843
Sensor1,medio,217947,218038,0.0908409
Sensor4,medio,218075,218139,0.064263
Sensor0,medio,218342,218539,0.196563
Sensor1,medio,218451,218539,0.0885973
Sensor3,medio,218469,218636,0.167325
Sensor4,medio,218584,218637,0.0529933
Sensor2,medio,218657,218735,0.0775504
Sensor0,medio,218.84,219036,0.195575
Sensor1,medio,218946,219036,0.090065
Sensor4,medio,219065,219135,0.0698787
Sensor0,medio,219342,219.54,0.197389
Sensor1,medio,219448,219.54,0.092667
