Tempo(s), Risco do Sensor, Nivel da Bateria, Diff(s),Mode,Cycle Time-Constraint,Confirmation Time-Constraint
1321.56,baixo,-437.3,0.600,(3 out of 5),Violated,Violated
1323.96,moderado,-438.27,2.400,(3 out of 5),Violated,Violated
1328.06,baixo,-439.92,4.100,(3 out of 5),Violated,Violated
1329.96,moderado,-440.69,1.900,(3 out of 5),Violated,Violated
1339.91,baixo,-444.68,9.950,(3 out of 5),Violated,Violated
1340.71,moderado,-445.01,0.800,(3 out of 5),Violated,Violated
1345.21,alto,-446.82,4.500,(3 out of 5),Violated,Violated
1346.86,moderado,-447.49,1.650,(3 out of 5),Violated,Violated
1350.51,baixo,-448.96,3.650,(3 out of 5),Violated,Violated
1350.56,moderado,-448.99,0.050,(3 out of 5),Satisfied,Satisfied
1356.56,baixo,-451.4,6.000,(3 out of 5),Violated,Violated
1361.21,moderado,-453.27,4.650,(3 out of 5),Violated,Violated
1362.06,baixo,-453.62,0.850,(3 out of 5),Violated,Violated
1362.56,moderado,-453.83,0.500,(3 out of 5),Violated,Violated
1363.31,alto,-454.14,0.750,(3 out of 5),Violated,Violated
1365.16,moderado,-454.89,1.850,(3 out of 5),Violated,Violated
1366.02,baixo,-455.24,0.851,(3 out of 5),Violated,Violated
1367.96,moderado,-456.03,1.949,(3 out of 5),Violated,Violated
1376.76,alto,-459.56,8.800,(3 out of 5),Violated,Violated
1376.82,moderado,-459.59,0.051,(3 out of 5),Satisfied,Satisfied
1378.22,baixo,-460.16,1.400,(3 out of 5),Violated,Violated
1378.76,moderado,-460.39,0.549,(3 out of 5),Violated,Violated
1381.76,baixo,-461.6,3.000,(3 out of 5),Violated,Violated
1382.11,moderado,-461.75,0.350,(3 out of 5),Violated,Violated
1382.46,alto,-461.9,0.350,(3 out of 5),Violated,Violated
1383.26,moderado,-462.23,0.800,(3 out of 5),Violated,Violated
1386.36,baixo,-463.48,3.100,(3 out of 5),Violated,Violated
1386.81,moderado,-463.67,0.450,(3 out of 5),Violated,Violated
1386.92,baixo,-463.72,0.101,(3 out of 5),Violated,Satisfied
1389.06,moderado,-464.59,2.149,(3 out of 5),Violated,Violated
1390.46,baixo,-465.16,1.400,(3 out of 5),Violated,Violated
1392.11,moderado,-465.83,1.650,(3 out of 5),Violated,Violated
1395.96,baixo,-467.38,3.850,(3 out of 5),Violated,Violated
1397.41,moderado,-467.97,1.450,(3 out of 5),Violated,Violated
1398.56,alto,-468.44,1.150,(3 out of 5),Violated,Violated
1398.96,moderado,-468.61,0.400,(3 out of 5),Violated,Violated
1402.26,baixo,-469.94,3.300,(3 out of 5),Violated,Violated
1402.56,moderado,-470.07,0.300,(3 out of 5),Violated,Violated
1406.51,alto,-471.66,3.950,(3 out of 5),Violated,Violated
1409.21,moderado,-472.75,2.700,(3 out of 5),Violated,Violated
1410.21,baixo,-473.16,1.000,(3 out of 5),Violated,Violated
1412.21,moderado,-473.97,2.000,(3 out of 5),Violated,Violated
1412.41,alto,-474.06,0.200,(3 out of 5),Violated,Satisfied
1412.61,moderado,-474.15,0.200,(3 out of 5),Violated,Satisfied
1413.61,alto,-474.56,1.000,(3 out of 5),Violated,Violated
1414.96,moderado,-475.11,1.350,(3 out of 5),Violated,Violated
1415.51,alto,-475.34,0.550,(3 out of 5),Violated,Violated
1415.56,moderado,-475.37,0.050,(3 out of 5),Satisfied,Satisfied
1415.96,baixo,-475.54,0.400,(3 out of 5),Violated,Violated
1416.51,moderado,-475.77,0.550,(3 out of 5),Violated,Violated
1417.91,alto,-476.34,1.400,(3 out of 5),Violated,Violated
1418.86,moderado,-476.73,0.950,(3 out of 5),Violated,Violated
1419.16,alto,-476.86,0.300,(3 out of 5),Violated,Violated
1420.71,moderado,-477.49,1.550,(3 out of 5),Violated,Violated
1421.41,alto,-477.78,0.700,(3 out of 5),Violated,Violated
1421.46,moderado,-477.81,0.050,(3 out of 5),Satisfied,Satisfied
1424.51,baixo,-479.04,3.050,(3 out of 5),Violated,Violated
1426.96,moderado,-480.03,2.450,(3 out of 5),Violated,Violated
1430.71,baixo,-481.54,3.750,(3 out of 5),Violated,Violated
1433.56,moderado,-482.69,2.850,(3 out of 5),Violated,Violated
1433.61,baixo,-482.72,0.050,(3 out of 5),Satisfied,Satisfied
1434.21,moderado,-482.97,0.600,(3 out of 5),Violated,Violated
1438.86,alto,-484.84,4.650,(3 out of 5),Violated,Violated
1439.06,moderado,-484.93,0.200,(3 out of 5),Violated,Satisfied
1439.51,baixo,-485.12,0.450,(3 out of 5),Violated,Violated
1439.56,moderado,-485.15,0.050,(3 out of 5),Satisfied,Satisfied
1440.56,baixo,-485.56,1.000,(3 out of 5),Violated,Violated
1441.76,moderado,-486.05,1.200,(3 out of 5),Violated,Violated
1441.81,baixo,-486.08,0.050,(3 out of 5),Satisfied,Satisfied
1441.87,moderado,-486.11,0.051,(3 out of 5),Satisfied,Satisfied
1445.41,baixo,-487.54,3.549,(3 out of 5),Violated,Violated
1446.66,moderado,-488.05,1.250,(3 out of 5),Violated,Violated
1448.81,alto,-488.92,2.150,(3 out of 5),Violated,Violated
1449.11,moderado,-489.05,0.300,(3 out of 5),Violated,Violated
1450.31,baixo,-489.54,1.200,(3 out of 5),Violated,Violated
1451.66,moderado,-490.09,1.350,(3 out of 5),Violated,Violated
1451.71,baixo,-490.12,0.050,(3 out of 5),Satisfied,Satisfied
1452.26,moderado,-490.35,0.550,(3 out of 5),Violated,Violated
1454.01,alto,-491.06,1.750,(3 out of 5),Violated,Violated
1454.06,moderado,-491.09,0.050,(3 out of 5),Satisfied,Satisfied
1455.01,baixo,-491.48,0.950,(3 out of 5),Violated,Violated
1456.66,moderado,-492.15,1.650,(3 out of 5),Violated,Violated
1460.16,alto,-493.56,3.500,(3 out of 5),Violated,Violated
1460.51,moderado,-493.71,0.350,(3 out of 5),Violated,Violated
1460.91,alto,-493.88,0.400,(3 out of 5),Violated,Violated
1461.36,moderado,-494.07,0.450,(3 out of 5),Violated,Violated
1462.62,baixo,-494.58,1.251,(3 out of 5),Violated,Violated
1462.81,moderado,-494.67,0.199,(3 out of 5),Violated,Satisfied
1466.36,alto,-496.1,3.550,(3 out of 5),Violated,Violated
1466.41,moderado,-496.13,0.050,(3 out of 5),Satisfied,Satisfied
1467.41,baixo,-496.54,1.000,(3 out of 5),Violated,Violated
1468.16,moderado,-496.85,0.750,(3 out of 5),Violated,Violated
1468.66,alto,-497.06,0.500,(3 out of 5),Violated,Violated
1469.06,moderado,-497.23,0.400,(3 out of 5),Violated,Violated
1470.01,baixo,-497.62,0.950,(3 out of 5),Violated,Violated
1472.01,moderado,-498.43,2.000,(3 out of 5),Violated,Violated
1474.01,baixo,-499.24,2.000,(3 out of 5),Violated,Violated
1474.21,moderado,-499.33,0.200,(3 out of 5),Violated,Satisfied
1477.06,alto,-500.48,2.850,(3 out of 5),Violated,Violated
1477.61,moderado,-500.71,0.550,(3 out of 5),Violated,Violated
1478.01,alto,-500.88,0.400,(3 out of 5),Violated,Violated
1482.22,baixo,-502.57,4.201,(3 out of 5),Violated,Violated
1484.81,moderado,-503.62,2.599,(3 out of 5),Violated,Violated
1485.41,baixo,-503.87,0.600,(3 out of 5),Violated,Violated
1486.71,moderado,-504.4,1.300,(3 out of 5),Violated,Violated
1491.11,baixo,-506.17,4.400,(3 out of 5),Violated,Violated
1491.86,moderado,-506.48,0.750,(3 out of 5),Violated,Violated
1494.31,baixo,-507.47,2.450,(3 out of 5),Violated,Violated
1494.81,moderado,-507.68,0.500,(3 out of 5),Violated,Violated
1494.92,alto,-507.73,0.101,(3 out of 5),Violated,Satisfied
1495.36,moderado,-507.92,0.449,(3 out of 5),Violated,Violated
1496.31,baixo,-508.31,0.950,(3 out of 5),Violated,Violated
1497.87,moderado,-508.94,1.551,(3 out of 5),Violated,Violated
1499.06,alto,-509.43,1.199,(3 out of 5),Violated,Violated
1502.21,moderado,-510.7,3.150,(3 out of 5),Violated,Violated
1502.26,alto,-510.73,0.050,(3 out of 5),Satisfied,Satisfied
1502.32,moderado,-510.76,0.051,(3 out of 5),Satisfied,Satisfied
1502.66,alto,-510.91,0.349,(3 out of 5),Violated,Violated
1502.96,moderado,-511.04,0.300,(3 out of 5),Violated,Violated
1505.81,alto,-512.19,2.850,(3 out of 5),Violated,Violated
1507.01,moderado,-512.68,1.200,(3 out of 5),Violated,Violated
1507.61,baixo,-512.93,0.600,(3 out of 5),Violated,Violated
1509.36,moderado,-513.64,1.750,(3 out of 5),Violated,Violated
1510.11,baixo,-513.95,0.750,(3 out of 5),Violated,Violated
1510.86,moderado,-514.26,0.750,(3 out of 5),Violated,Violated
1512.26,baixo,-514.83,1.400,(3 out of 5),Violated,Violated
1516.41,moderado,-516.5,4.150,(3 out of 5),Violated,Violated
1518.11,baixo,-517.19,1.700,(3 out of 5),Violated,Violated
1520.01,moderado,-517.96,1.900,(3 out of 5),Violated,Violated
1522.86,baixo,-519.11,2.850,(3 out of 5),Violated,Violated
1523.51,moderado,-519.38,0.650,(3 out of 5),Violated,Violated
1526.56,alto,-520.61,3.050,(3 out of 5),Violated,Violated
1526.86,moderado,-520.74,0.300,(3 out of 5),Violated,Violated
1532.21,baixo,-522.89,5.350,(3 out of 5),Violated,Violated
1538.96,moderado,-525.6,6.750,(3 out of 5),Violated,Violated
1539.26,baixo,-525.73,0.300,(3 out of 5),Violated,Violated
1540.31,moderado,-526.16,1.050,(3 out of 5),Violated,Violated
1541.11,baixo,-526.49,0.800,(3 out of 5),Violated,Violated
1543.11,moderado,-527.3,2.000,(3 out of 5),Violated,Violated
1544.16,alto,-527.73,1.050,(3 out of 5),Violated,Violated
1544.71,moderado,-527.96,0.550,(3 out of 5),Violated,Violated
1546.06,alto,-528.51,1.350,(3 out of 5),Violated,Violated
1546.11,moderado,-528.54,0.050,(3 out of 5),Satisfied,Satisfied
1548.21,baixo,-529.39,2.100,(3 out of 5),Violated,Violated
1548.51,moderado,-529.52,0.300,(3 out of 5),Violated,Violated
1551.31,alto,-530.65,2.800,(3 out of 5),Violated,Violated
1552.16,moderado,-531,0.850,(3 out of 5),Violated,Violated
1556.16,alto,-532.61,4.000,(3 out of 5),Violated,Violated
1556.56,moderado,-532.78,0.400,(3 out of 5),Violated,Violated
1557.56,alto,-533.19,1.000,(3 out of 5),Violated,Violated
1557.81,moderado,-533.3,0.250,(3 out of 5),Violated,Violated
1559.61,alto,-534.03,1.800,(3 out of 5),Violated,Violated
1560.11,moderado,-534.24,0.500,(3 out of 5),Violated,Violated
1562.72,alto,-535.29,2.601,(3 out of 5),Violated,Violated
1562.76,moderado,-535.32,0.049,(3 out of 5),Satisfied,Satisfied
1562.82,alto,-535.35,0.051,(3 out of 5),Satisfied,Satisfied
1563.11,moderado,-535.48,0.299,(3 out of 5),Violated,Violated
1564.51,alto,-536.05,1.400,(3 out of 5),Violated,Violated
1565.71,moderado,-536.54,1.200,(3 out of 5),Violated,Violated
1570.16,alto,-538.33,4.450,(3 out of 5),Violated,Violated
1572.06,moderado,-539.1,1.900,(3 out of 5),Violated,Violated
1572.11,alto,-539.13,0.050,(3 out of 5),Satisfied,Satisfied
1573.11,moderado,-539.54,1.000,(3 out of 5),Violated,Violated
1579.01,alto,-541.91,5.900,(3 out of 5),Violated,Violated
1580.26,moderado,-542.42,1.250,(3 out of 5),Violated,Violated
1581.56,alto,-542.95,1.300,(3 out of 5),Violated,Violated
1583.51,baixo,-543.74,1.950,(3 out of 5),Violated,Violated
1586.56,moderado,-544.97,3.050,(3 out of 5),Violated,Violated
1589.11,baixo,-546,2.550,(3 out of 5),Violated,Violated
1589.31,moderado,-546.09,0.200,(3 out of 5),Violated,Satisfied
1589.61,baixo,-546.22,0.300,(3 out of 5),Violated,Violated
1591.41,moderado,-546.95,1.800,(3 out of 5),Violated,Violated
1594.06,alto,-548.02,2.650,(3 out of 5),Violated,Violated
1594.11,moderado,-548.05,0.050,(3 out of 5),Satisfied,Satisfied
1595.51,alto,-548.62,1.400,(3 out of 5),Violated,Violated
1597.06,moderado,-549.25,1.550,(3 out of 5),Violated,Violated
1597.26,alto,-549.34,0.200,(3 out of 5),Violated,Satisfied
1598.26,moderado,-549.75,1.000,(3 out of 5),Violated,Violated
1598.31,alto,-549.78,0.050,(3 out of 5),Satisfied,Satisfied
1600.06,moderado,-550.49,1.750,(3 out of 5),Violated,Violated
1605.76,alto,-552.78,5.700,(3 out of 5),Violated,Violated
1606.66,moderado,-553.15,0.900,(3 out of 5),Violated,Violated
1608.41,baixo,-553.86,1.750,(3 out of 5),Violated,Violated
1610.07,moderado,-554.53,1.651,(3 out of 5),Violated,Violated
1610.21,baixo,-554.6,0.149,(3 out of 5),Violated,Satisfied
1610.51,moderado,-554.73,0.300,(3 out of 5),Violated,Violated
1627.36,alto,-561.48,16.850,(3 out of 5),Violated,Violated
1627.81,moderado,-561.67,0.450,(3 out of 5),Violated,Violated
1627.86,alto,-561.7,0.050,(3 out of 5),Satisfied,Satisfied
1629.36,moderado,-562.31,1.500,(3 out of 5),Violated,Violated
1632.66,alto,-563.64,3.300,(3 out of 5),Violated,Violated
1633.96,moderado,-564.17,1.300,(3 out of 5),Violated,Violated
1638.66,baixo,-566.06,4.700,(3 out of 5),Violated,Violated
1639.06,moderado,-566.23,0.400,(3 out of 5),Violated,Violated
1639.96,alto,-566.6,0.900,(3 out of 5),Violated,Violated
1640.66,moderado,-566.89,0.700,(3 out of 5),Violated,Violated
1640.96,alto,-567.02,0.300,(3 out of 5),Violated,Violated
1643.06,moderado,-567.87,2.100,(3 out of 5),Violated,Violated
1646.16,alto,-569.12,3.100,(3 out of 5),Violated,Violated
1647.16,moderado,-569.53,1.000,(3 out of 5),Violated,Violated
1647.81,alto,-569.8,0.650,(3 out of 5),Violated,Violated
1651.66,moderado,-571.35,3.850,(3 out of 5),Violated,Violated
1652.96,alto,-571.88,1.300,(3 out of 5),Violated,Violated
1654.66,moderado,-572.57,1.700,(3 out of 5),Violated,Violated
1656.26,baixo,-573.22,1.600,(3 out of 5),Violated,Violated
1658.41,moderado,-574.09,2.150,(3 out of 5),Violated,Violated
1658.66,alto,-574.2,0.250,(3 out of 5),Violated,Violated
1661.81,moderado,-575.47,3.150,(3 out of 5),Violated,Violated
1664.56,baixo,-576.58,2.750,(3 out of 5),Violated,Violated
1664.71,moderado,-576.65,0.150,(3 out of 5),Violated,Satisfied
1666.51,baixo,-577.38,1.800,(3 out of 5),Violated,Violated
1666.81,moderado,-577.51,0.300,(3 out of 5),Violated,Violated
1669.26,baixo,-578.5,2.450,(3 out of 5),Violated,Violated
1670.06,moderado,-578.83,0.800,(3 out of 5),Violated,Violated
1672.62,alto,-579.86,2.551,(3 out of 5),Violated,Violated
1672.66,moderado,-579.89,0.049,(3 out of 5),Satisfied,Satisfied
1673.21,alto,-580.12,0.550,(3 out of 5),Violated,Violated
1673.86,moderado,-580.39,0.650,(3 out of 5),Violated,Violated
1676.86,alto,-581.6,3.000,(3 out of 5),Violated,Violated
1680.16,moderado,-582.93,3.300,(3 out of 5),Violated,Violated
1682.42,baixo,-583.84,2.251,(3 out of 5),Violated,Violated
1683.62,moderado,-584.33,1.200,(3 out of 5),Violated,Violated
1684.71,baixo,-584.78,1.099,(3 out of 5),Violated,Violated
1684.91,moderado,-584.87,0.200,(3 out of 5),Violated,Satisfied
1687.16,baixo,-585.78,2.250,(3 out of 5),Violated,Violated
1689.36,moderado,-586.67,2.200,(3 out of 5),Violated,Violated
1689.91,baixo,-586.9,0.550,(3 out of 5),Violated,Violated
1691.31,moderado,-587.47,1.400,(3 out of 5),Violated,Violated
1691.36,baixo,-587.5,0.050,(3 out of 5),Satisfied,Satisfied
1691.42,moderado,-587.53,0.051,(3 out of 5),Satisfied,Satisfied
1693.01,alto,-588.18,1.599,(3 out of 5),Violated,Violated
1693.31,moderado,-588.31,0.300,(3 out of 5),Violated,Violated
1693.36,alto,-588.34,0.050,(3 out of 5),Satisfied,Satisfied
1694.16,moderado,-588.67,0.800,(3 out of 5),Violated,Violated
1694.27,alto,-588.72,0.101,(3 out of 5),Violated,Satisfied
1695.46,moderado,-589.21,1.199,(3 out of 5),Violated,Violated
1700.76,alto,-591.34,5.300,(3 out of 5),Violated,Violated
1700.81,moderado,-591.37,0.050,(3 out of 5),Satisfied,Satisfied
1701.81,baixo,-591.78,1.000,(3 out of 5),Violated,Violated
1702.51,moderado,-592.07,0.700,(3 out of 5),Violated,Violated
1704.61,alto,-592.92,2.100,(3 out of 5),Violated,Violated
1704.66,moderado,-592.95,0.050,(3 out of 5),Satisfied,Satisfied
1705.56,alto,-593.32,0.900,(3 out of 5),Violated,Violated
1706.01,moderado,-593.51,0.450,(3 out of 5),Violated,Violated
1706.16,baixo,-593.58,0.150,(3 out of 5),Violated,Satisfied
1707.96,moderado,-594.31,1.800,(3 out of 5),Violated,Violated
1709.96,alto,-595.12,2.000,(3 out of 5),Violated,Violated
1711.11,moderado,-595.59,1.150,(3 out of 5),Violated,Violated
1711.41,baixo,-595.72,0.300,(3 out of 5),Violated,Violated
1711.66,moderado,-595.83,0.250,(3 out of 5),Violated,Violated
1714.66,alto,-597.04,3.000,(3 out of 5),Violated,Violated
1719.41,moderado,-598.95,4.750,(3 out of 5),Violated,Violated
1720.11,alto,-599.24,0.700,(3 out of 5),Violated,Violated
1721.11,moderado,-599.65,1.000,(3 out of 5),Violated,Violated
1723.66,alto,-600.68,2.550,(3 out of 5),Violated,Violated
1724.56,moderado,-601.05,0.900,(3 out of 5),Violated,Violated
1727.41,baixo,-602.2,2.850,(3 out of 5),Violated,Violated
1729.21,moderado,-602.93,1.800,(3 out of 5),Violated,Violated
1729.61,baixo,-603.1,0.400,(3 out of 5),Violated,Violated
1731.36,moderado,-603.81,1.750,(3 out of 5),Violated,Violated
1732.11,baixo,-604.12,0.750,(3 out of 5),Violated,Violated
1732.16,moderado,-604.15,0.050,(3 out of 5),Satisfied,Satisfied
32.2904,baixo,89.34,21.128,(4 out of 5),Violated,Violated
44.3583,moderado,85.51,12.068,(4 out of 5),Violated,Violated
59.8425,alto,80.6,15.484,(4 out of 5),Violated,Violated
74.5828,moderado,75.95,14.740,(4 out of 5),Violated,Violated
95.3945,baixo,69.32,20.812,(4 out of 5),Violated,Violated
112,moderado,64.13,16.420,(4 out of 5),Violated,Violated
153,baixo,51.14,41.112,(4 out of 5),Violated,Violated
155,moderado,50.37,2.392,(4 out of 5),Violated,Violated
157,baixo,49.72,2.040,(4 out of 5),Violated,Violated
172,moderado,45.01,14.896,(4 out of 5),Violated,Violated
176,baixo,43.78,3.868,(4 out of 5),Violated,Violated
177,moderado,43.47,0.960,(4 out of 5),Violated,Violated
196,baixo,37.64,18.440,(4 out of 5),Violated,Violated
199,moderado,36.61,3.216,(4 out of 5),Violated,Violated
207,baixo,34.1,7.876,(4 out of 5),Violated,Violated
215,moderado,31.53,8.040,(4 out of 5),Violated,Violated
235,baixo,25.14,20.088,(4 out of 5),Violated,Violated
238,moderado,24.07,3.336,(4 out of 5),Violated,Violated
281,baixo,10.48,43.040,(4 out of 5),Violated,Violated
282.45,moderado,10.05,1.331,(4 out of 5),Violated,Violated
291,alto,7.28,8.749,(4 out of 5),Violated,Violated
297,moderado,5.39,5.952,(4 out of 5),Violated,Violated
323.89,alto,-3.06,26.740,(4 out of 5),Violated,Violated
342,moderado,-8.69,17.780,(4 out of 5),Violated,Violated
382,alto,-21.32,39.988,(4 out of 5),Violated,Violated
384,moderado,-21.97,2.000,(4 out of 5),Violated,Violated
403,baixo,-28.02,19.140,(4 out of 5),Violated,Violated
405,moderado,-28.77,2.340,(4 out of 5),Violated,Violated
420,baixo,-33.52,14.992,(4 out of 5),Violated,Violated
420,moderado,-33.59,0.192,(4 out of 5),Violated,Satisfied
441,baixo,-40.12,20.564,(4 out of 5),Violated,Violated
445,moderado,-41.57,4.564,(4 out of 5),Violated,Violated
455,alto,-44.7,9.863,(4 out of 5),Violated,Violated
466,moderado,-48.21,11.101,(4 out of 5),Violated,Violated
471,baixo,-49.56,4.220,(4 out of 5),Violated,Violated
474,moderado,-50.65,3.432,(4 out of 5),Violated,Violated
499,baixo,-58.56,25.028,(4 out of 5),Violated,Violated
500,moderado,-58.87,0.944,(4 out of 5),Violated,Violated
504,baixo,-59.98,3.504,(4 out of 5),Violated,Violated
518,moderado,-64.51,14.316,(4 out of 5),Violated,Violated
519,alto,-64.82,0.952,(4 out of 5),Violated,Violated
527,moderado,-67.47,8.360,(4 out of 5),Violated,Violated
646,baixo,-105.04,119.024,(4 out of 5),Violated,Violated
653,moderado,-107.11,6.536,(4 out of 5),Violated,Violated
660,baixo,-109.5,7.544,(4 out of 5),Violated,Violated
662,moderado,-110.05,1.724,(4 out of 5),Violated,Violated
668,baixo,-112,6.176,(4 out of 5),Violated,Violated
682,moderado,-116.53,14.260,(4 out of 5),Violated,Violated
748,alto,-137.28,65.716,(4 out of 5),Violated,Violated
756,moderado,-139.91,8.316,(4 out of 5),Violated,Violated
777,alto,-146.34,20.292,(4 out of 5),Violated,Violated
782,moderado,-147.91,4.928,(4 out of 5),Violated,Violated
786,alto,-149.22,4.124,(4 out of 5),Violated,Violated
802,moderado,-154.19,15.708,(4 out of 5),Violated,Violated
853,baixo,-170.4,51.408,(4 out of 5),Violated,Violated
864,moderado,-173.87,10.952,(4 out of 5),Violated,Violated
874,baixo,-177.12,10.277,(4 out of 5),Violated,Violated
876,moderado,-177.65,1.660,(4 out of 5),Violated,Violated
882,baixo,-179.72,6.568,(4 out of 5),Violated,Violated
899,moderado,-185.11,17.032,(4 out of 5),Violated,Violated
909,alto,-188.26,9.972,(4 out of 5),Violated,Violated
934,moderado,-196.09,24.780,(4 out of 5),Violated,Violated
947,baixo,-200.12,12.752,(4 out of 5),Violated,Violated
972,moderado,-207.93,24.720,(4 out of 5),Violated,Violated
1004.39,baixo,-218.26,32.755,(4 out of 5),Violated,Violated
1013.11,moderado,-221.01,8.712,(4 out of 5),Violated,Violated
1041.84,baixo,-230.1,28.732,(4 out of 5),Violated,Violated
1045.01,moderado,-231.11,3.172,(4 out of 5),Violated,Violated
1073.43,baixo,-240.08,28.420,(4 out of 5),Violated,Violated
1078.67,moderado,-241.75,5.244,(4 out of 5),Violated,Violated
1085.32,baixo,-243.86,6.649,(4 out of 5),Violated,Violated
1096.14,moderado,-247.29,10.820,(4 out of 5),Violated,Violated
1103,alto,-249.46,6.856,(4 out of 5),Violated,Violated
1104.41,moderado,-249.91,1.408,(4 out of 5),Violated,Violated
1118.7,alto,-254.42,14.293,(4 out of 5),Violated,Violated
1119.65,moderado,-254.73,0.952,(4 out of 5),Violated,Violated
1149.17,baixo,-264.06,29.516,(4 out of 5),Violated,Violated
1154.07,moderado,-265.61,4.904,(4 out of 5),Violated,Violated
1161.79,baixo,-268.06,7.720,(4 out of 5),Violated,Violated
1181.37,moderado,-274.25,19.580,(4 out of 5),Violated,Violated
1185.67,baixo,-275.62,4.296,(4 out of 5),Violated,Violated
1204.77,moderado,-281.67,19.104,(4 out of 5),Violated,Violated
1296.43,alto,-310.62,91.656,(4 out of 5),Violated,Violated
1307.34,moderado,-314.09,10.917,(4 out of 5),Violated,Violated
1315.77,alto,-316.76,8.432,(4 out of 5),Violated,Violated
1320.24,moderado,-318.17,4.464,(4 out of 5),Violated,Violated
1326.69,baixo,-320.24,6.456,(4 out of 5),Violated,Violated
1332.23,moderado,-321.99,5.532,(4 out of 5),Violated,Violated
1346.33,baixo,-326.46,14.104,(4 out of 5),Violated,Violated
1359.77,moderado,-330.71,13.436,(4 out of 5),Violated,Violated
1372.14,baixo,-334.62,12.372,(4 out of 5),Violated,Violated
1372.77,moderado,-334.83,0.636,(4 out of 5),Violated,Violated
1380.81,baixo,-337.38,8.036,(4 out of 5),Violated,Violated
1387.29,moderado,-339.43,6.484,(4 out of 5),Violated,Violated
1401.63,alto,-343.96,14.340,(4 out of 5),Violated,Violated
1405,moderado,-345.03,3.369,(4 out of 5),Violated,Violated
1416.61,alto,-348.7,11.608,(4 out of 5),Violated,Violated
1425.76,moderado,-351.61,9.152,(4 out of 5),Violated,Violated
1431.08,alto,-353.3,5.316,(4 out of 5),Violated,Violated
1434.87,moderado,-354.51,3.788,(4 out of 5),Violated,Violated
1437.59,baixo,-355.38,2.728,(4 out of 5),Violated,Violated
1452.8,moderado,-360.19,15.208,(4 out of 5),Violated,Violated
1472.57,baixo,-366.44,19.772,(4 out of 5),Violated,Violated
1476.44,moderado,-367.67,3.864,(4 out of 5),Violated,Violated
1479.16,baixo,-368.54,2.720,(4 out of 5),Violated,Violated
1486.33,moderado,-370.81,7.172,(4 out of 5),Violated,Violated
1501.14,alto,-375.5,14.812,(4 out of 5),Violated,Violated
1523.01,moderado,-382.43,21.864,(4 out of 5),Violated,Violated
1562.89,baixo,-395.04,39.880,(4 out of 5),Violated,Violated
1563.39,moderado,-395.21,0.508,(4 out of 5),Violated,Violated
1568.1,alto,-396.7,4.704,(4 out of 5),Violated,Violated
1569.49,moderado,-397.15,1.396,(4 out of 5),Violated,Violated
1635.69,baixo,-418.02,66.200,(4 out of 5),Violated,Violated
1647.66,moderado,-421.81,11.968,(4 out of 5),Violated,Violated
1657.35,baixo,-424.88,9.688,(4 out of 5),Violated,Violated
1693.97,moderado,-436.47,36.623,(4 out of 5),Violated,Violated
1712.62,baixo,-442.36,18.649,(4 out of 5),Violated,Violated
1730.12,moderado,-447.89,17.500,(4 out of 5),Violated,Violated
1741.89,alto,-451.62,11.768,(4 out of 5),Violated,Violated
1743.86,moderado,-452.25,1.968,(4 out of 5),Violated,Violated
1752.21,baixo,-454.88,8.356,(4 out of 5),Violated,Violated
1752.98,moderado,-455.13,0.764,(4 out of 5),Violated,Violated
1765.7,alto,-459.16,12.720,(4 out of 5),Violated,Violated
1786.65,moderado,-465.77,20.948,(4 out of 5),Violated,Violated
1788.36,baixo,-466.32,1.712,(4 out of 5),Violated,Violated
1790.47,moderado,-466.99,2.108,(4 out of 5),Violated,Violated
1792.37,alto,-467.6,1.900,(4 out of 5),Violated,Violated
1795.29,moderado,-468.53,2.924,(4 out of 5),Violated,Violated
1798.65,baixo,-469.6,3.356,(4 out of 5),Violated,Violated
1799.41,moderado,-469.85,0.760,(4 out of 5),Violated,Violated
1816.46,baixo,-475.24,17.052,(4 out of 5),Violated,Violated
1823.86,moderado,-477.59,7.400,(4 out of 5),Violated,Violated
1860.75,baixo,-489.24,36.888,(4 out of 5),Violated,Violated
1866.35,moderado,-491.03,5.604,(4 out of 5),Violated,Violated
1892.07,baixo,-499.16,25.724,(4 out of 5),Violated,Violated
1892.58,moderado,-499.33,0.508,(4 out of 5),Violated,Violated
1922.4,alto,-508.9,29.819,(4 out of 5),Violated,Violated
1933.7,moderado,-512.55,11.297,(4 out of 5),Violated,Violated
2026.71,baixo,-542.44,93.016,(4 out of 5),Violated,Violated
2029.72,moderado,-543.41,3.004,(4 out of 5),Violated,Violated
2084.72,baixo,-560.98,55.000,(4 out of 5),Violated,Violated
2094.19,moderado,-564.01,9.468,(4 out of 5),Violated,Violated
2109.45,alto,-568.9,15.260,(4 out of 5),Violated,Violated
2121.77,moderado,-572.85,12.325,(4 out of 5),Violated,Violated
2153.66,baixo,-583.08,31.891,(4 out of 5),Violated,Violated
2157.93,moderado,-584.45,4.268,(4 out of 5),Violated,Violated
2239.96,alto,-610.56,82.031,(4 out of 5),Violated,Violated
2242.73,moderado,-611.45,2.769,(4 out of 5),Violated,Violated
2380.31,alto,-655.48,137.576,(4 out of 5),Violated,Violated
2394.65,moderado,-660.07,14.344,(4 out of 5),Violated,Violated
2441.89,alto,-675.3,47.240,(4 out of 5),Violated,Violated
2444.16,moderado,-676.03,2.265,(4 out of 5),Violated,Violated
