Sensor remetente, Estado do Paciente, Enviado as (s), Processado as (s), Diff (s),Numero de sensores,Real-time Mode
Sensor5,bom,203.67,203737,0.0670681,ten,Real-time ON
Sensor5,bom,204.67,204737,0.0670148,ten,Real-time ON
Sensor5,bom,205.67,205737,0.0671606,ten,Real-time ON
Sensor5,bom,206.67,206737,0.0673674,ten,Real-time ON
Sensor5,bom,207.67,207737,0.0672158,ten,Real-time ON
Sensor5,bom,208.67,208737,0.0671572,ten,Real-time ON
Sensor5,bom,209.67,209737,0.0668693,ten,Real-time ON
Sensor5,bom,210.67,210737,0.0670887,ten,Real-time ON
Sensor5,bom,211.67,211737,0.0672054,ten,Real-time ON
Sensor5,bom,212.67,212737,0.066979,ten,Real-time ON
Sensor5,bom,213.67,213737,0.0670166,ten,Real-time ON
Sensor5,bom,214.67,214737,0.0671073,ten,Real-time ON
Sensor5,bom,215.67,215737,0.0669849,ten,Real-time ON
Sensor5,bom,216.67,216737,0.0670364,ten,Real-time ON
Sensor5,bom,217.67,217737,0.0669448,ten,Real-time ON
Sensor5,bom,218.67,218737,0.066859,ten,Real-time ON
Sensor5,bom,219.67,219737,0.0671025,ten,Real-time ON
Sensor5,bom,220.67,220737,0.0669706,ten,Real-time ON
Sensor5,bom,221.67,221737,0.0671609,ten,Real-time ON
Sensor5,bom,222.67,222737,0.0672465,ten,Real-time ON
Sensor5,bom,223.67,223737,0.0669994,ten,Real-time ON
Sensor5,bom,224.67,224737,0.0669845,ten,Real-time ON
Sensor5,bom,225.67,225737,0.0668653,ten,Real-time ON
Sensor5,bom,226.67,226737,0.0670337,ten,Real-time ON
Sensor5,bom,227.67,227737,0.0670262,ten,Real-time ON
Sensor5,bom,228.67,228737,0.0671414,ten,Real-time ON
Sensor5,bom,229.67,229737,0.0671349,ten,Real-time ON
Sensor5,bom,230.67,230737,0.06724,ten,Real-time ON
Sensor5,bom,231.67,231737,0.0670115,ten,Real-time ON
Sensor5,bom,232.67,232737,0.0669044,ten,Real-time ON
Sensor5,bom,233.67,233737,0.067211,ten,Real-time ON
Sensor5,bom,234.67,234737,0.0668325,ten,Real-time ON
Sensor5,bom,235.67,235737,0.0671795,ten,Real-time ON
Sensor5,bom,236.67,236737,0.0669769,ten,Real-time ON
Sensor5,bom,237.67,237737,0.0672138,ten,Real-time ON
Sensor5,bom,238.67,238737,0.0669432,ten,Real-time ON
Sensor5,bom,239.67,239737,0.0670653,ten,Real-time ON
Sensor5,bom,240671,240737,0.0665964,ten,Real-time ON
Sensor5,bom,241.67,241737,0.0669828,ten,Real-time ON
Sensor6,bom,7.67623,7.73736,0.0611265,ten,Real-time ON
Sensor6,bom,8.67629,8.73745,0.0611609,ten,Real-time ON
Sensor6,bom,9.67797,9.73747,0.0595057,ten,Real-time ON
Sensor6,bom,10.6762,10.7374,0.0611588,ten,Real-time ON
Sensor6,bom,11.6761,11.7374,0.0613691,ten,Real-time ON
Sensor6,bom,12.6761,12.7375,0.0613515,ten,Real-time ON
Sensor6,bom,13.6763,13.7375,0.0611875,ten,Real-time ON
Sensor6,bom,14.6764,14.7375,0.0610637,ten,Real-time ON
Sensor6,bom,15.6764,15.7374,0.0610319,ten,Real-time ON
Sensor6,bom,16.6762,16.7374,0.0612761,ten,Real-time ON
Sensor6,bom,17.6761,17.7374,0.061321,ten,Real-time ON
Sensor6,bom,18.6763,18.7374,0.0610811,ten,Real-time ON
Sensor6,bom,19.6761,19.7374,0.0612494,ten,Real-time ON
Sensor6,bom,20.6764,20.7374,0.0610445,ten,Real-time ON
Sensor6,bom,21.6762,21.7375,0.0613393,ten,Real-time ON
Sensor6,bom,22.6763,22.7375,0.0611498,ten,Real-time ON
Sensor6,bom,23.6762,23.7374,0.0612138,ten,Real-time ON
Sensor6,bom,24.6761,24.7374,0.0613093,ten,Real-time ON
Sensor6,bom,25.6763,25.7373,0.0610067,ten,Real-time ON
Sensor6,bom,26.6763,26.7374,0.0610709,ten,Real-time ON
Sensor6,bom,27.6762,27.7374,0.0611677,ten,Real-time ON
Sensor6,bom,28.6763,28.7374,0.0611124,ten,Real-time ON
Sensor6,bom,29.6764,29.7374,0.06101,ten,Real-time ON
Sensor6,bom,30.6761,30.7374,0.0613203,ten,Real-time ON
Sensor6,bom,31.6763,31.7374,0.061134,ten,Real-time ON
Sensor6,bom,32.6764,32.7375,0.0610769,ten,Real-time ON
Sensor6,bom,33.6763,33.7374,0.0610978,ten,Real-time ON
Sensor6,bom,34.6761,34.7374,0.0612861,ten,Real-time ON
Sensor6,bom,35.6761,35.7375,0.0614598,ten,Real-time ON
Sensor6,bom,36.6763,36.7375,0.0611964,ten,Real-time ON
Sensor6,bom,37.6765,37.7375,0.0609722,ten,Real-time ON
Sensor6,bom,38.6761,38.7374,0.0613336,ten,Real-time ON
Sensor6,bom,39.6764,39.7375,0.0611323,ten,Real-time ON
Sensor6,bom,40.6762,40.7375,0.0612859,ten,Real-time ON
Sensor6,bom,41.6762,41.7374,0.0612506,ten,Real-time ON
Sensor6,bom,42.6761,42.7373,0.061194,ten,Real-time ON
Sensor6,bom,43.6762,43.7375,0.0612704,ten,Real-time ON
Sensor6,bom,44.6762,44.7375,0.0612559,ten,Real-time ON
Sensor6,bom,45.6763,45.7374,0.0611013,ten,Real-time ON
Sensor6,bom,46.6761,46.7375,0.0613581,ten,Real-time ON
Sensor6,bom,47.6762,47.7374,0.0612397,ten,Real-time ON
Sensor6,bom,48.6763,48.7374,0.0611017,ten,Real-time ON
Sensor6,bom,49.6763,49.7374,0.0610814,ten,Real-time ON
Sensor6,bom,50.6761,50.7374,0.0612569,ten,Real-time ON
Sensor6,bom,51676,51.7375,0.0614522,ten,Real-time ON
Sensor6,bom,52676,52.7374,0.0614786,ten,Real-time ON
Sensor6,bom,53.6763,53.7374,0.0610452,ten,Real-time ON
Sensor6,bom,54676,54.7374,0.061393,ten,Real-time ON
Sensor6,bom,55.6761,55.7374,0.0613409,ten,Real-time ON
Sensor6,bom,56.6763,56.7375,0.0611635,ten,Real-time ON
Sensor6,bom,57.6762,57.7375,0.0613517,ten,Real-time ON
Sensor6,bom,58.6763,58.7374,0.0610821,ten,Real-time ON
Sensor6,bom,59.6762,59.7374,0.0612233,ten,Real-time ON
Sensor6,bom,60.6761,60.7374,0.0612868,ten,Real-time ON
Sensor6,bom,61.6761,61.7374,0.0613181,ten,Real-time ON
Sensor6,bom,62.6762,62.7375,0.0612398,ten,Real-time ON
Sensor6,bom,63.6762,63.7375,0.0613179,ten,Real-time ON
Sensor6,bom,64.6764,64.7374,0.0610751,ten,Real-time ON
Sensor6,bom,65.6762,65.7375,0.0612629,ten,Real-time ON
Sensor6,bom,66.6763,66.7375,0.0611911,ten,Real-time ON
Sensor6,bom,67.6764,67.7375,0.0611353,ten,Real-time ON
Sensor6,bom,68.6763,68.7375,0.0611808,ten,Real-time ON
Sensor6,bom,69.6764,69.7375,0.0611324,ten,Real-time ON
Sensor6,bom,70.6763,70.7375,0.0611447,ten,Real-time ON
Sensor6,bom,71.6763,71.7375,0.0611816,ten,Real-time ON
Sensor6,bom,72.6763,72.7374,0.0611331,ten,Real-time ON
Sensor6,bom,73.6761,73.7375,0.0613822,ten,Real-time ON
Sensor6,bom,74.6763,74.7373,0.0609437,ten,Real-time ON
Sensor6,bom,75.6762,75.7375,0.0613139,ten,Real-time ON
Sensor6,bom,76.6763,76.7374,0.0611338,ten,Real-time ON
Sensor6,bom,77.6762,77.7374,0.0612124,ten,Real-time ON
Sensor6,bom,78.6761,78.7374,0.0612766,ten,Real-time ON
Sensor6,bom,79676,79.7375,0.0614799,ten,Real-time ON
Sensor6,bom,80.6761,80.7374,0.0613099,ten,Real-time ON
Sensor6,bom,81.6763,81.7375,0.0611964,ten,Real-time ON
Sensor6,bom,82.6763,82.7373,0.0610379,ten,Real-time ON
Sensor6,bom,83.6765,83.7374,0.0609747,ten,Real-time ON
Sensor6,bom,84.6762,84.7374,0.0612875,ten,Real-time ON
Sensor6,bom,85.6761,85.7374,0.0613073,ten,Real-time ON
Sensor6,bom,86.6762,86.7375,0.0613749,ten,Real-time ON
Sensor6,bom,87.6762,87.7375,0.0612941,ten,Real-time ON
Sensor6,bom,88.6762,88.7375,0.0613153,ten,Real-time ON
Sensor6,bom,89.6763,89.7375,0.0611498,ten,Real-time ON
Sensor6,bom,90.6762,90.7373,0.0611182,ten,Real-time ON
Sensor6,bom,91.6763,91.7375,0.0612769,ten,Real-time ON
Sensor6,bom,92.6763,92.7374,0.0611256,ten,Real-time ON
Sensor6,bom,93.6763,93.7375,0.0612029,ten,Real-time ON
Sensor6,bom,94.6763,94.7374,0.0611028,ten,Real-time ON
Sensor6,bom,95.6764,95.7374,0.0610616,ten,Real-time ON
Sensor6,bom,96.6762,96.7374,0.0612378,ten,Real-time ON
Sensor6,bom,97.6763,97.7373,0.0610097,ten,Real-time ON
Sensor6,bom,98.6763,98.7373,0.0610645,ten,Real-time ON
Sensor6,bom,99.6763,99.7374,0.0611222,ten,Real-time ON
Sensor6,bom,100676,100737,0.0612982,ten,Real-time ON
Sensor6,bom,101676,101737,0.0614262,ten,Real-time ON
Sensor6,bom,102676,102737,0.0612567,ten,Real-time ON
Sensor6,bom,103676,103737,0.0612272,ten,Real-time ON
Sensor6,bom,104676,104737,0.0611233,ten,Real-time ON
Sensor6,bom,105676,105737,0.0613486,ten,Real-time ON
Sensor6,bom,106676,106737,0.0610956,ten,Real-time ON
Sensor6,bom,107676,107737,0.0613466,ten,Real-time ON
Sensor6,bom,108676,108737,0.0613254,ten,Real-time ON
Sensor6,bom,109676,109738,0.0611524,ten,Real-time ON
Sensor6,bom,110676,110737,0.0611994,ten,Real-time ON
Sensor6,bom,111676,111737,0.0611849,ten,Real-time ON
Sensor6,bom,112676,112737,0.0612978,ten,Real-time ON
Sensor6,bom,113676,113737,0.0611852,ten,Real-time ON
Sensor6,bom,114676,114737,0.0609518,ten,Real-time ON
Sensor6,bom,115676,115737,0.0611048,ten,Real-time ON
Sensor6,bom,116676,116737,0.0612733,ten,Real-time ON
Sensor6,bom,117676,117737,0.0612578,ten,Real-time ON
Sensor6,bom,118676,118737,0.0610772,ten,Real-time ON
Sensor6,bom,119676,119737,0.0612195,ten,Real-time ON
Sensor6,bom,120676,120737,0.0612847,ten,Real-time ON
Sensor6,bom,121676,121737,0.0612033,ten,Real-time ON
Sensor6,bom,122676,122737,0.0611444,ten,Real-time ON
Sensor6,bom,123676,123737,0.0610612,ten,Real-time ON
Sensor6,bom,124676,124737,0.0613644,ten,Real-time ON
Sensor6,bom,125676,125737,0.0612397,ten,Real-time ON
Sensor6,bom,126676,126737,0.0615098,ten,Real-time ON
Sensor6,bom,127676,127737,0.061345,ten,Real-time ON
Sensor6,bom,128676,128737,0.0613145,ten,Real-time ON
Sensor6,bom,129676,129737,0.0611692,ten,Real-time ON
Sensor6,bom,130676,130737,0.0611546,ten,Real-time ON
Sensor6,bom,131676,131737,0.0612028,ten,Real-time ON
Sensor6,bom,132676,132737,0.0611412,ten,Real-time ON
Sensor6,bom,133676,133737,0.0610623,ten,Real-time ON
Sensor6,bom,134676,134737,0.0611396,ten,Real-time ON
Sensor6,bom,135676,135738,0.061237,ten,Real-time ON
Sensor6,bom,136676,136738,0.061362,ten,Real-time ON
Sensor6,bom,137676,137737,0.0610955,ten,Real-time ON
Sensor6,bom,138676,138737,0.0611479,ten,Real-time ON
Sensor6,bom,139676,139737,0.0613373,ten,Real-time ON
Sensor6,bom,140676,140737,0.0610932,ten,Real-time ON
Sensor6,bom,141676,141737,0.0612039,ten,Real-time ON
Sensor6,bom,142676,142738,0.061345,ten,Real-time ON
Sensor6,bom,143676,143737,0.0610903,ten,Real-time ON
Sensor6,bom,144676,144737,0.0613377,ten,Real-time ON
Sensor6,bom,145676,145737,0.0612393,ten,Real-time ON
Sensor6,bom,146676,146737,0.0611051,ten,Real-time ON
Sensor6,bom,147676,147737,0.0613826,ten,Real-time ON
Sensor6,bom,148676,148737,0.0612258,ten,Real-time ON
Sensor6,bom,149676,149737,0.0612495,ten,Real-time ON
Sensor6,bom,150676,150737,0.0612282,ten,Real-time ON
Sensor6,bom,151676,151737,0.0610326,ten,Real-time ON
Sensor6,bom,152676,152737,0.0611532,ten,Real-time ON
Sensor6,bom,153676,153737,0.0609681,ten,Real-time ON
Sensor6,bom,154676,154737,0.0611258,ten,Real-time ON
Sensor6,bom,155676,155737,0.0612206,ten,Real-time ON
Sensor6,bom,156676,156737,0.0612415,ten,Real-time ON
Sensor6,bom,157676,157737,0.0614385,ten,Real-time ON
Sensor6,bom,158676,158737,0.0613478,ten,Real-time ON
Sensor6,bom,159676,159737,0.0612997,ten,Real-time ON
Sensor6,bom,160676,160737,0.0614425,ten,Real-time ON
Sensor6,bom,161676,161737,0.0614049,ten,Real-time ON
Sensor6,bom,162676,162737,0.0612151,ten,Real-time ON
Sensor6,bom,163676,163737,0.0613153,ten,Real-time ON
Sensor6,bom,164676,164737,0.0611141,ten,Real-time ON
Sensor6,bom,165676,165737,0.0614371,ten,Real-time ON
Sensor6,bom,166676,166737,0.0615398,ten,Real-time ON
Sensor6,bom,167676,167737,0.0612485,ten,Real-time ON
Sensor6,bom,168676,168737,0.0612238,ten,Real-time ON
Sensor6,bom,169676,169737,0.0611854,ten,Real-time ON
Sensor6,bom,170676,170737,0.0611823,ten,Real-time ON
Sensor6,bom,171676,171737,0.0611298,ten,Real-time ON
Sensor6,bom,172676,172737,0.0611212,ten,Real-time ON
Sensor6,bom,173676,173737,0.0610816,ten,Real-time ON
Sensor6,bom,174676,174737,0.0611931,ten,Real-time ON
Sensor6,bom,175676,175737,0.0612966,ten,Real-time ON
Sensor6,bom,176676,176737,0.0612409,ten,Real-time ON
Sensor6,bom,177676,177737,0.0612183,ten,Real-time ON
Sensor6,bom,178676,178737,0.0611106,ten,Real-time ON
Sensor6,bom,179676,179737,0.0611036,ten,Real-time ON
Sensor6,bom,180676,180737,0.061285,ten,Real-time ON
Sensor6,bom,181676,181737,0.0609412,ten,Real-time ON
Sensor6,bom,182676,182737,0.0610733,ten,Real-time ON
Sensor6,bom,183676,183737,0.061359,ten,Real-time ON
Sensor6,bom,184676,184737,0.0612974,ten,Real-time ON
Sensor6,bom,185676,185737,0.0614127,ten,Real-time ON
Sensor6,bom,186676,186737,0.061175,ten,Real-time ON
Sensor6,bom,187676,187737,0.0609144,ten,Real-time ON
Sensor6,bom,188676,188737,0.0609875,ten,Real-time ON
Sensor6,bom,189676,189737,0.0613074,ten,Real-time ON
Sensor6,bom,190676,190737,0.0610833,ten,Real-time ON
Sensor6,bom,191676,191738,0.0611618,ten,Real-time ON
Sensor6,bom,192676,192737,0.0611446,ten,Real-time ON
Sensor6,bom,193676,193737,0.0613058,ten,Real-time ON
Sensor6,bom,194676,194737,0.0611034,ten,Real-time ON
Sensor6,bom,195676,195737,0.0612391,ten,Real-time ON
Sensor6,bom,196676,196737,0.0611605,ten,Real-time ON
Sensor6,bom,197676,197737,0.061251,ten,Real-time ON
Sensor6,bom,198676,198737,0.0613467,ten,Real-time ON
Sensor6,bom,199676,199737,0.0609995,ten,Real-time ON
Sensor6,bom,200676,200737,0.0613389,ten,Real-time ON
Sensor6,bom,201676,201737,0.0610563,ten,Real-time ON
Sensor6,bom,202676,202737,0.0611394,ten,Real-time ON
Sensor6,bom,203676,203737,0.0611682,ten,Real-time ON
Sensor6,bom,204676,204737,0.0610965,ten,Real-time ON
Sensor6,bom,205676,205737,0.0612372,ten,Real-time ON
Sensor6,bom,206676,206738,0.0614982,ten,Real-time ON
Sensor6,bom,207676,207737,0.0613653,ten,Real-time ON
Sensor6,bom,208676,208737,0.0613695,ten,Real-time ON
Sensor6,bom,209676,209737,0.0610855,ten,Real-time ON
Sensor6,bom,210676,210737,0.0612345,ten,Real-time ON
Sensor6,bom,211676,211737,0.0613133,ten,Real-time ON
Sensor6,bom,212676,212737,0.0610849,ten,Real-time ON
Sensor6,bom,213676,213737,0.061109,ten,Real-time ON
Sensor6,bom,214676,214737,0.0612302,ten,Real-time ON
Sensor6,bom,215676,215737,0.0610962,ten,Real-time ON
Sensor6,bom,216676,216737,0.0612261,ten,Real-time ON
Sensor6,bom,217676,217737,0.0611314,ten,Real-time ON
Sensor6,bom,218676,218737,0.0609602,ten,Real-time ON
Sensor6,bom,219676,219738,0.0611948,ten,Real-time ON
Sensor6,bom,220676,220737,0.0611465,ten,Real-time ON
Sensor6,bom,221676,221737,0.0612551,ten,Real-time ON
Sensor6,bom,222676,222737,0.0613806,ten,Real-time ON
Sensor6,bom,223676,223737,0.0610999,ten,Real-time ON
Sensor6,bom,224676,224737,0.061234,ten,Real-time ON
Sensor6,bom,225676,225737,0.0609929,ten,Real-time ON
Sensor6,bom,226676,226737,0.0611934,ten,Real-time ON
Sensor6,bom,227676,227737,0.061111,ten,Real-time ON
Sensor6,bom,228676,228737,0.0612553,ten,Real-time ON
Sensor6,bom,229676,229737,0.0612347,ten,Real-time ON
Sensor6,bom,230676,230737,0.0613498,ten,Real-time ON
Sensor6,bom,231676,231737,0.0611331,ten,Real-time ON
Sensor6,bom,232676,232737,0.0612389,ten,Real-time ON
Sensor6,bom,233676,233737,0.0614368,ten,Real-time ON
Sensor6,bom,234676,234737,0.0610425,ten,Real-time ON
Sensor6,bom,235676,235737,0.0613811,ten,Real-time ON
Sensor6,bom,236676,236737,0.0611807,ten,Real-time ON
Sensor6,bom,237676,237737,0.0613798,ten,Real-time ON
Sensor6,bom,238676,238737,0.0609609,ten,Real-time ON
Sensor6,bom,239676,239737,0.0611926,ten,Real-time ON
Sensor6,bom,240677,240738,0.060834,ten,Real-time ON
Sensor6,bom,241676,241737,0.0610919,ten,Real-time ON
Sensor7,bom,8.88357,8.93827,0.054695,ten,Real-time ON
Sensor7,bom,9.88351,9.93814,0.0546378,ten,Real-time ON
Sensor7,bom,10.8836,10.9382,0.0545097,ten,Real-time ON
Sensor7,bom,11.8833,11.9382,0.0548961,ten,Real-time ON
Sensor7,bom,12.8837,12.9382,0.0545962,ten,Real-time ON
Sensor7,bom,13.8837,13.9382,0.0545734,ten,Real-time ON
Sensor7,bom,14.8836,14.9382,0.0546499,ten,Real-time ON
Sensor7,bom,15.8837,15.9382,0.0544807,ten,Real-time ON
Sensor7,bom,16.8836,16.9382,0.054518,ten,Real-time ON
Sensor7,bom,17.8836,17.9381,0.0544893,ten,Real-time ON
Sensor7,bom,18.8834,18.9381,0.0547381,ten,Real-time ON
Sensor7,bom,19.8836,19.9382,0.0546643,ten,Real-time ON
Sensor7,bom,20.8835,20.9382,0.0546634,ten,Real-time ON
Sensor7,bom,21.8836,21.9382,0.0545809,ten,Real-time ON
Sensor7,bom,22.8837,22.9382,0.0545846,ten,Real-time ON
Sensor7,bom,23.8841,23.9382,0.0541095,ten,Real-time ON
Sensor7,bom,24.8837,24.9382,0.0544873,ten,Real-time ON
Sensor7,bom,25.8834,25938,0.054582,ten,Real-time ON
Sensor7,bom,26.8835,26.9381,0.0546266,ten,Real-time ON
Sensor7,bom,27.8835,27.9382,0.0547183,ten,Real-time ON
Sensor7,bom,28.8834,28.9382,0.0547509,ten,Real-time ON
Sensor7,bom,29.8838,29.9382,0.0544341,ten,Real-time ON
Sensor7,bom,30.8836,30.9381,0.0545099,ten,Real-time ON
Sensor7,bom,31.8838,31.9382,0.0543572,ten,Real-time ON
Sensor7,bom,32.8837,32.9382,0.0545017,ten,Real-time ON
Sensor7,bom,33.8833,33.9381,0.0547482,ten,Real-time ON
Sensor7,bom,34.8832,34.9381,0.0548866,ten,Real-time ON
Sensor7,bom,35.8842,35.9383,0.054121,ten,Real-time ON
Sensor7,bom,36.8838,36.9382,0.0544626,ten,Real-time ON
Sensor7,bom,37.8834,37.9382,0.0547894,ten,Real-time ON
Sensor7,bom,38.8834,38.9381,0.0546778,ten,Real-time ON
Sensor7,bom,39.8838,39.9382,0.054405,ten,Real-time ON
Sensor7,bom,40.8839,40.9382,0.0543613,ten,Real-time ON
Sensor7,bom,41.8836,41.9381,0.0545042,ten,Real-time ON
Sensor7,bom,42.8835,42.9381,0.0545991,ten,Real-time ON
Sensor7,bom,43.8837,43.9382,0.0544785,ten,Real-time ON
Sensor7,bom,44.8838,44.9382,0.0544106,ten,Real-time ON
Sensor7,bom,45.8837,45.9382,0.0545038,ten,Real-time ON
Sensor7,bom,46.8839,46.9382,0.0542689,ten,Real-time ON
Sensor7,bom,47.8836,47.9382,0.0546217,ten,Real-time ON
Sensor7,bom,48.8837,48.9382,0.0544793,ten,Real-time ON
Sensor7,bom,49.8837,49.9381,0.0544295,ten,Real-time ON
Sensor7,bom,50.8836,50.9381,0.0545398,ten,Real-time ON
Sensor7,bom,51.8833,51.9382,0.0548544,ten,Real-time ON
Sensor7,bom,52.8836,52.9381,0.054583,ten,Real-time ON
Sensor7,bom,53.8837,53.9381,0.0544068,ten,Real-time ON
Sensor7,bom,54.8836,54.9382,0.0545667,ten,Real-time ON
Sensor7,bom,55.8838,55.9382,0.0543743,ten,Real-time ON
Sensor7,bom,56.8834,56.9382,0.0548285,ten,Real-time ON
Sensor7,bom,57.8837,57.9382,0.0544974,ten,Real-time ON
Sensor7,bom,58.8837,58.9381,0.0543682,ten,Real-time ON
Sensor7,bom,59.8835,59.9383,0.0547657,ten,Real-time ON
Sensor7,bom,60.8839,60.9382,0.0543825,ten,Real-time ON
Sensor7,bom,61.8838,61.9383,0.0545262,ten,Real-time ON
Sensor7,bom,62.8834,62.9382,0.0548672,ten,Real-time ON
Sensor7,bom,63884,63.9383,0.0543427,ten,Real-time ON
Sensor7,bom,64.8837,64.9382,0.0545273,ten,Real-time ON
Sensor7,bom,65.8837,65.9382,0.0545206,ten,Real-time ON
Sensor7,bom,66.8836,66938,0.0543809,ten,Real-time ON
Sensor7,bom,67.8835,67.9382,0.0546333,ten,Real-time ON
Sensor7,bom,68.8839,68.9383,0.0543625,ten,Real-time ON
Sensor7,bom,69.8839,69.9383,0.0544014,ten,Real-time ON
Sensor7,bom,70.8838,70.9382,0.0544677,ten,Real-time ON
Sensor7,bom,71.8837,71.9382,0.0544326,ten,Real-time ON
Sensor7,bom,72.8836,72.9381,0.0544985,ten,Real-time ON
Sensor7,bom,73.8837,73.9382,0.0544685,ten,Real-time ON
Sensor7,bom,74.8835,74938,0.054531,ten,Real-time ON
Sensor7,bom,75.8838,75.9381,0.0543907,ten,Real-time ON
Sensor7,bom,76.8838,76.9382,0.054375,ten,Real-time ON
Sensor7,bom,77.8837,77.9382,0.0544313,ten,Real-time ON
Sensor7,bom,78.8836,78.9381,0.0545198,ten,Real-time ON
Sensor7,bom,79.8838,79.9382,0.0543906,ten,Real-time ON
Sensor7,bom,80.8836,80.9382,0.054612,ten,Real-time ON
Sensor7,bom,81.8836,81.9381,0.0544715,ten,Real-time ON
Sensor7,bom,82.8838,82.9381,0.0543492,ten,Real-time ON
Sensor7,bom,83.8837,83.9382,0.0545157,ten,Real-time ON
Sensor7,bom,84.8838,84.9382,0.0543872,ten,Real-time ON
Sensor7,bom,85.8838,85.9382,0.0544628,ten,Real-time ON
Sensor7,bom,86.8835,86.9382,0.0546935,ten,Real-time ON
Sensor7,bom,87.8838,87.9383,0.0544856,ten,Real-time ON
Sensor7,bom,88.8838,88.9383,0.0544858,ten,Real-time ON
Sensor7,bom,89.8836,89.9381,0.0545288,ten,Real-time ON
Sensor7,bom,90.8837,90.9381,0.0544416,ten,Real-time ON
Sensor7,bom,91.8836,91.9382,0.0546042,ten,Real-time ON
Sensor7,bom,92.8836,92.9382,0.054632,ten,Real-time ON
Sensor7,bom,93.8836,93.9383,0.0546385,ten,Real-time ON
Sensor7,bom,94.8837,94.9382,0.0544997,ten,Real-time ON
Sensor7,bom,95.8836,95.9383,0.0546709,ten,Real-time ON
Sensor7,bom,96.8836,96.9382,0.054537,ten,Real-time ON
Sensor7,bom,97.8834,97.9381,0.0547001,ten,Real-time ON
Sensor7,bom,98.8837,98938,0.0542926,ten,Real-time ON
Sensor7,bom,99.8839,99.9381,0.0542805,ten,Real-time ON
Sensor7,bom,100884,100938,0.0543809,ten,Real-time ON
Sensor7,bom,101883,101938,0.0548156,ten,Real-time ON
Sensor7,bom,102884,102938,0.0545215,ten,Real-time ON
Sensor7,bom,103884,103938,0.0543528,ten,Real-time ON
Sensor7,bom,104884,104938,0.0546299,ten,Real-time ON
Sensor7,bom,105883,105938,0.0549023,ten,Real-time ON
Sensor7,bom,106884,106938,0.0543563,ten,Real-time ON
Sensor7,bom,107884,107938,0.0545612,ten,Real-time ON
Sensor7,bom,108884,108938,0.0545339,ten,Real-time ON
Sensor7,bom,109884,109938,0.0548,ten,Real-time ON
Sensor7,bom,110884,110938,0.054601,ten,Real-time ON
Sensor7,bom,111884,111938,0.0545315,ten,Real-time ON
Sensor7,bom,112884,112938,0.0544359,ten,Real-time ON
Sensor7,bom,113883,113938,0.0546837,ten,Real-time ON
Sensor7,bom,114884,114938,0.0544966,ten,Real-time ON
Sensor7,bom,115884,115938,0.0545079,ten,Real-time ON
Sensor7,bom,116884,116938,0.0544231,ten,Real-time ON
Sensor7,bom,117884,117938,0.0544691,ten,Real-time ON
Sensor7,bom,118884,118938,0.0543369,ten,Real-time ON
Sensor7,bom,119883,119938,0.0548074,ten,Real-time ON
Sensor7,bom,120883,120938,0.0549879,ten,Real-time ON
Sensor7,bom,121883,121938,0.0550429,ten,Real-time ON
Sensor7,bom,122883,122938,0.0545026,ten,Real-time ON
Sensor7,bom,123883,123938,0.0545905,ten,Real-time ON
Sensor7,bom,124883,124938,0.0547462,ten,Real-time ON
Sensor7,bom,125883,125938,0.0549363,ten,Real-time ON
Sensor7,bom,126884,126938,0.0546681,ten,Real-time ON
Sensor7,bom,127884,127938,0.054288,ten,Real-time ON
Sensor7,bom,128884,128938,0.0546437,ten,Real-time ON
Sensor7,bom,129883,129938,0.054681,ten,Real-time ON
Sensor7,bom,130883,130938,0.0546343,ten,Real-time ON
Sensor7,bom,131883,131938,0.0547058,ten,Real-time ON
Sensor7,bom,132883,132938,0.0546695,ten,Real-time ON
Sensor7,bom,133883,133938,0.0547601,ten,Real-time ON
Sensor7,bom,134884,134938,0.0545775,ten,Real-time ON
Sensor7,bom,135884,135938,0.0546021,ten,Real-time ON
Sensor7,bom,136884,136938,0.0546252,ten,Real-time ON
Sensor7,bom,137883,137938,0.0546949,ten,Real-time ON
Sensor7,bom,138883,138938,0.054823,ten,Real-time ON
Sensor7,bom,139884,139938,0.0544265,ten,Real-time ON
Sensor7,bom,140883,140938,0.0548564,ten,Real-time ON
Sensor7,bom,141884,141938,0.0545941,ten,Real-time ON
Sensor7,bom,142884,142938,0.0546179,ten,Real-time ON
Sensor7,bom,143884,143938,0.0545041,ten,Real-time ON
Sensor7,bom,144884,144938,0.0545606,ten,Real-time ON
Sensor7,bom,145883,145938,0.0547802,ten,Real-time ON
Sensor7,bom,146883,146938,0.0547353,ten,Real-time ON
Sensor7,bom,147884,147938,0.0545676,ten,Real-time ON
Sensor7,bom,148884,148938,0.0545883,ten,Real-time ON
Sensor7,bom,149883,149938,0.0549635,ten,Real-time ON
Sensor7,bom,150883,150938,0.0547994,ten,Real-time ON
Sensor7,bom,151883,151938,0.0546136,ten,Real-time ON
Sensor7,bom,152884,152938,0.0543417,ten,Real-time ON
Sensor7,bom,153883,153938,0.0549062,ten,Real-time ON
Sensor7,bom,154884,154938,0.0544201,ten,Real-time ON
Sensor7,bom,155884,155938,0.0547833,ten,Real-time ON
Sensor7,bom,156884,156938,0.0547628,ten,Real-time ON
Sensor7,bom,157884,157938,0.0545145,ten,Real-time ON
Sensor7,bom,158884,158938,0.0546248,ten,Real-time ON
Sensor7,bom,159884,159938,0.0546231,ten,Real-time ON
