Sensor remetente, Estado do Paciente, Enviado as (s), Processado as (s), Diff (s),Numero de sensores,Real-time Mode
Sensor1,bom,148079,148168,0.0891332,five,Real-time ON
Sensor1,bom,149079,149168,0.0889615,five,Real-time ON
Sensor1,bom,150079,150168,0.088964,five,Real-time ON
Sensor1,bom,151079,151168,0.0891794,five,Real-time ON
Sensor1,bom,152079,152168,0.0890291,five,Real-time ON
Sensor1,bom,153079,153168,0.0890722,five,Real-time ON
Sensor1,bom,154079,154168,0.0891491,five,Real-time ON
Sensor1,bom,155079,155168,0.0889888,five,Real-time ON
Sensor1,bom,156079,156168,0.0890387,five,Real-time ON
Sensor1,bom,157079,157168,0.0890659,five,Real-time ON
Sensor1,bom,158079,158168,0.089056,five,Real-time ON
Sensor1,bom,159079,159168,0.0890619,five,Real-time ON
Sensor1,bom,160079,160168,0.0893006,five,Real-time ON
Sensor1,bom,161079,161168,0.0891522,five,Real-time ON
Sensor1,bom,162079,162168,0.0890848,five,Real-time ON
Sensor1,bom,163079,163168,0.089067,five,Real-time ON
Sensor1,bom,164079,164168,0.0890992,five,Real-time ON
Sensor1,bom,165079,165168,0.0890931,five,Real-time ON
Sensor1,bom,166079,166168,0.0890407,five,Real-time ON
Sensor1,bom,167079,167168,0.0889673,five,Real-time ON
Sensor1,bom,168079,168168,0.0890521,five,Real-time ON
Sensor1,bom,169079,169168,0.089167,five,Real-time ON
Sensor1,bom,170079,170168,0.0890229,five,Real-time ON
Sensor1,bom,171079,171168,0.0890067,five,Real-time ON
Sensor1,bom,172079,172168,0.0890117,five,Real-time ON
Sensor1,bom,173079,173168,0.0890249,five,Real-time ON
Sensor1,bom,174079,174168,0.089012,five,Real-time ON
Sensor1,bom,175079,175168,0.0891417,five,Real-time ON
Sensor1,bom,176079,176168,0.0892235,five,Real-time ON
Sensor1,bom,177079,177168,0.0890977,five,Real-time ON
Sensor1,bom,178079,178168,0.089248,five,Real-time ON
Sensor1,bom,179079,179168,0.0892032,five,Real-time ON
Sensor1,bom,180079,180168,0.0891499,five,Real-time ON
Sensor1,bom,181079,181168,0.0892509,five,Real-time ON
Sensor1,bom,182079,182168,0.0892344,five,Real-time ON
Sensor1,bom,183079,183168,0.0892492,five,Real-time ON
Sensor1,bom,184079,184168,0.0892414,five,Real-time ON
Sensor1,bom,185079,185168,0.0891809,five,Real-time ON
Sensor1,bom,186079,186168,0.0890373,five,Real-time ON
Sensor1,bom,187079,187168,0.0891661,five,Real-time ON
Sensor1,bom,188079,188168,0.0891027,five,Real-time ON
Sensor1,bom,189079,189168,0.0890756,five,Real-time ON
Sensor1,bom,190079,190168,0.0891019,five,Real-time ON
Sensor1,bom,191079,191168,0.088943,five,Real-time ON
Sensor1,bom,192079,192168,0.0890702,five,Real-time ON
Sensor1,bom,193079,193168,0.0891774,five,Real-time ON
Sensor1,bom,194079,194168,0.0891271,five,Real-time ON
Sensor1,bom,195079,195168,0.0890976,five,Real-time ON
Sensor1,bom,196079,196168,0.0890811,five,Real-time ON
Sensor1,bom,197079,197168,0.0890598,five,Real-time ON
Sensor1,bom,198079,198168,0.0891608,five,Real-time ON
Sensor1,bom,199079,199168,0.0891263,five,Real-time ON
Sensor1,bom,200079,200168,0.0891782,five,Real-time ON
Sensor1,bom,201079,201168,0.0892157,five,Real-time ON
Sensor1,bom,202079,202168,0.0891505,five,Real-time ON
Sensor1,bom,203079,203168,0.0891254,five,Real-time ON
Sensor1,bom,204079,204168,0.089178,five,Real-time ON
Sensor1,bom,205079,205168,0.0891059,five,Real-time ON
Sensor1,bom,206079,206168,0.0891341,five,Real-time ON
Sensor1,bom,207079,207168,0.0890978,five,Real-time ON
Sensor1,bom,208079,208168,0.0890259,five,Real-time ON
Sensor1,bom,209079,209168,0.0892507,five,Real-time ON
Sensor1,bom,210079,210168,0.0892352,five,Real-time ON
Sensor1,bom,211079,211168,0.0891692,five,Real-time ON
Sensor1,bom,212079,212168,0.0891934,five,Real-time ON
Sensor1,bom,213079,213168,0.0890552,five,Real-time ON
Sensor1,bom,214079,214168,0.0891009,five,Real-time ON
Sensor1,bom,215079,215168,0.089092,five,Real-time ON
Sensor1,bom,216079,216168,0.0892662,five,Real-time ON
Sensor1,bom,217079,217168,0.0890585,five,Real-time ON
Sensor1,bom,218079,218168,0.0891128,five,Real-time ON
Sensor1,bom,219079,219168,0.0891608,five,Real-time ON
Sensor1,bom,220079,220168,0.0891514,five,Real-time ON
Sensor1,bom,221079,221168,0.0891867,five,Real-time ON
Sensor1,bom,222079,222168,0.089002,five,Real-time ON
Sensor1,bom,223079,223168,0.0890579,five,Real-time ON
Sensor1,bom,224079,224168,0.0890367,five,Real-time ON
Sensor1,bom,225079,225168,0.0892212,five,Real-time ON
Sensor1,bom,226079,226168,0.0890139,five,Real-time ON
Sensor1,bom,227079,227168,0.0890083,five,Real-time ON
Sensor1,bom,228079,228168,0.0889721,five,Real-time ON
Sensor1,bom,229079,229168,0.0889147,five,Real-time ON
Sensor1,bom,230079,230168,0.0890272,five,Real-time ON
Sensor1,bom,231079,231168,0.0890187,five,Real-time ON
Sensor1,bom,232079,232168,0.0890822,five,Real-time ON
Sensor1,bom,233079,233168,0.0891376,five,Real-time ON
Sensor1,bom,234079,234168,0.0891918,five,Real-time ON
Sensor1,bom,235079,235168,0.0891003,five,Real-time ON
Sensor1,bom,236079,236168,0.0890417,five,Real-time ON
Sensor1,bom,237079,237168,0.0890959,five,Real-time ON
Sensor1,bom,238079,238168,0.0891763,five,Real-time ON
Sensor1,bom,239079,239168,0.0890643,five,Real-time ON
Sensor1,bom,240079,240168,0.0890307,five,Real-time ON
Sensor1,bom,241079,241168,0.0891908,five,Real-time ON
Sensor1,bom,242079,242168,0.0891717,five,Real-time ON
Sensor1,bom,243079,243168,0.089102,five,Real-time ON
Sensor1,bom,244079,244168,0.0890085,five,Real-time ON
Sensor1,bom,245079,245168,0.0891287,five,Real-time ON
Sensor1,bom,246079,246168,0.0891685,five,Real-time ON
Sensor1,bom,247079,247168,0.0891004,five,Real-time ON
Sensor1,bom,248079,248168,0.0890842,five,Real-time ON
Sensor1,bom,249079,249168,0.0889743,five,Real-time ON
Sensor1,bom,250079,250168,0.0889667,five,Real-time ON
Sensor1,bom,251079,251168,0.0889223,five,Real-time ON
Sensor1,bom,252079,252168,0.0889221,five,Real-time ON
Sensor1,bom,253079,253168,0.0890464,five,Real-time ON
Sensor1,bom,254079,254168,0.0890242,five,Real-time ON
Sensor1,bom,255079,255168,0.0889221,five,Real-time ON
Sensor1,bom,256079,256168,0.0890096,five,Real-time ON
Sensor1,bom,257079,257168,0.0893071,five,Real-time ON
Sensor1,bom,258079,258168,0.089131,five,Real-time ON
Sensor1,bom,259079,259168,0.0891545,five,Real-time ON
Sensor1,bom,260079,260168,0.0891241,five,Real-time ON
Sensor1,bom,261079,261168,0.0890569,five,Real-time ON
Sensor1,bom,262079,262168,0.0891033,five,Real-time ON
Sensor1,bom,263079,263168,0.089223,five,Real-time ON
Sensor1,bom,264079,264168,0.0889876,five,Real-time ON
Sensor1,bom,265079,265168,0.0891126,five,Real-time ON
Sensor1,bom,266079,266168,0.0892796,five,Real-time ON
Sensor1,bom,267079,267168,0.0891922,five,Real-time ON
Sensor1,bom,268079,268168,0.0891923,five,Real-time ON
Sensor1,bom,269079,269168,0.0892049,five,Real-time ON
Sensor1,bom,270079,270168,0.0891411,five,Real-time ON
Sensor1,bom,271079,271168,0.0891441,five,Real-time ON
Sensor1,bom,272079,272168,0.0890995,five,Real-time ON
Sensor1,bom,273079,273168,0.0891216,five,Real-time ON
Sensor1,bom,274079,274168,0.0891182,five,Real-time ON
Sensor1,bom,275079,275168,0.0890766,five,Real-time ON
Sensor1,bom,276079,276168,0.0890061,five,Real-time ON
Sensor1,bom,277079,277168,0.0889885,five,Real-time ON
Sensor1,bom,278079,278168,0.0890384,five,Real-time ON
Sensor1,bom,279079,279168,0.0891665,five,Real-time ON
Sensor1,bom,280079,280168,0.0890108,five,Real-time ON
Sensor1,bom,281079,281168,0.0890663,five,Real-time ON
Sensor1,bom,282079,282168,0.0890904,five,Real-time ON
Sensor1,bom,283079,283168,0.0891407,five,Real-time ON
Sensor1,bom,284079,284168,0.0890878,five,Real-time ON
Sensor1,bom,285079,285168,0.0890518,five,Real-time ON
Sensor1,bom,286079,286168,0.089104,five,Real-time ON
Sensor1,bom,287079,287168,0.0891173,five,Real-time ON
Sensor1,bom,288079,288168,0.0891159,five,Real-time ON
Sensor1,bom,289079,289168,0.0891102,five,Real-time ON
Sensor1,bom,290079,290168,0.0891141,five,Real-time ON
Sensor1,bom,291079,291168,0.0889615,five,Real-time ON
Sensor1,bom,292079,292168,0.0890481,five,Real-time ON
Sensor1,bom,293079,293168,0.0889998,five,Real-time ON
Sensor1,bom,294079,294168,0.0890565,five,Real-time ON
Sensor1,bom,295079,295168,0.0891833,five,Real-time ON
Sensor1,bom,296079,296168,0.0889451,five,Real-time ON
Sensor1,bom,297079,297168,0.0890124,five,Real-time ON
Sensor1,bom,298079,298168,0.0891121,five,Real-time ON
Sensor1,bom,299079,299168,0.0890707,five,Real-time ON
Sensor1,bom,300079,300168,0.0890251,five,Real-time ON
Sensor1,bom,301079,301168,0.0889943,five,Real-time ON
Sensor2,bom,4.88517,4.96814,0.0829698,five,Real-time ON
Sensor2,bom,5.88472,5.96961,0.0848976,five,Real-time ON
Sensor2,bom,6.88474,6.96941,0.0846701,five,Real-time ON
Sensor2,bom,7.88479,7.96945,0.0846617,five,Real-time ON
Sensor2,bom,8.88481,8.9695,0.0846841,five,Real-time ON
Sensor2,bom,9.88493,9.96956,0.0846296,five,Real-time ON
Sensor2,bom,10.8848,10.9695,0.0846688,five,Real-time ON
Sensor2,bom,11.8849,11.9694,0.0845523,five,Real-time ON
Sensor2,bom,12885,12.9695,0.0845404,five,Real-time ON
Sensor2,bom,13.8847,13.9696,0.084846,five,Real-time ON
Sensor2,bom,14.8847,14.97,0.0853331,five,Real-time ON
Sensor2,bom,15.8847,15.9694,0.0846924,five,Real-time ON
Sensor2,bom,16.8848,16.9695,0.084613,five,Real-time ON
Sensor2,bom,17.8849,17.9694,0.0844828,five,Real-time ON
Sensor2,bom,18885,18.9695,0.0844172,five,Real-time ON
Sensor2,bom,19885,19.9694,0.0844416,five,Real-time ON
Sensor2,bom,20.8848,20.9696,0.0847549,five,Real-time ON
Sensor2,bom,21.8847,21.9694,0.0846341,five,Real-time ON
Sensor2,bom,22.8847,22.9693,0.0846522,five,Real-time ON
Sensor2,bom,23.8847,23.9695,0.0847679,five,Real-time ON
Sensor2,bom,24.8847,24.9694,0.0847261,five,Real-time ON
Sensor2,bom,25.8848,25.9694,0.0846491,five,Real-time ON
Sensor2,bom,26.8848,26.9694,0.0846012,five,Real-time ON
Sensor2,bom,27.8848,27.9695,0.0847173,five,Real-time ON
Sensor2,bom,28.8849,28.9695,0.0846318,five,Real-time ON
Sensor2,bom,29.8848,29.9694,0.0845914,five,Real-time ON
Sensor2,bom,30.8847,30.9693,0.0846138,five,Real-time ON
Sensor2,bom,31.8847,31.9695,0.0847379,five,Real-time ON
Sensor2,bom,32.8848,32.9694,0.0846802,five,Real-time ON
Sensor2,bom,33.8848,33.9694,0.0846376,five,Real-time ON
Sensor2,bom,34885,34.9695,0.084542,five,Real-time ON
Sensor2,bom,35.8849,35.9696,0.0846999,five,Real-time ON
Sensor2,bom,36.8849,36.9695,0.084681,five,Real-time ON
Sensor2,bom,37.8848,37.9695,0.0846592,five,Real-time ON
Sensor2,bom,38.8846,38.9694,0.0848176,five,Real-time ON
Sensor2,bom,39.8847,39.9696,0.0849204,five,Real-time ON
Sensor2,bom,40.8846,40.9695,0.0848718,five,Real-time ON
Sensor2,bom,41.8848,41.9694,0.0846345,five,Real-time ON
Sensor2,bom,42.8847,42.9694,0.0847101,five,Real-time ON
Sensor2,bom,43.8849,43.9695,0.0845891,five,Real-time ON
Sensor2,bom,44.8848,44.9694,0.0846474,five,Real-time ON
Sensor2,bom,45.8848,45.9694,0.084657,five,Real-time ON
Sensor2,bom,46.8847,46.9694,0.0846741,five,Real-time ON
Sensor2,bom,47.8847,47.9694,0.0847172,five,Real-time ON
Sensor2,bom,48.8847,48.9694,0.0847027,five,Real-time ON
Sensor2,bom,49.8847,49.9695,0.0848161,five,Real-time ON
Sensor2,bom,50.8847,50.9694,0.0847444,five,Real-time ON
Sensor2,bom,51.8848,51.9696,0.0847314,five,Real-time ON
Sensor2,bom,52885,52.9694,0.0843746,five,Real-time ON
Sensor2,bom,53885,53.9695,0.0845094,five,Real-time ON
Sensor2,bom,54.8848,54.9695,0.0846563,five,Real-time ON
Sensor2,bom,55.8849,55.9695,0.0845167,five,Real-time ON
Sensor2,bom,56.8848,56.9696,0.0848016,five,Real-time ON
Sensor2,bom,57.8849,57.9696,0.0846508,five,Real-time ON
Sensor2,bom,58.8848,58.9696,0.0847406,five,Real-time ON
Sensor2,bom,59.8848,59.9696,0.0847781,five,Real-time ON
Sensor2,bom,60.8848,60.9696,0.084768,five,Real-time ON
Sensor2,bom,61.8849,61.9693,0.0844461,five,Real-time ON
Sensor2,bom,62.8847,62.9695,0.0847783,five,Real-time ON
Sensor2,bom,63.8847,63.9694,0.0847345,five,Real-time ON
Sensor2,bom,64.8849,64.9695,0.0846285,five,Real-time ON
Sensor2,bom,65.8848,65.9694,0.084656,five,Real-time ON
Sensor2,bom,66.8849,66.9694,0.0844589,five,Real-time ON
Sensor2,bom,67.8848,67.9694,0.0846715,five,Real-time ON
Sensor2,bom,68.8848,68.9695,0.0846683,five,Real-time ON
Sensor2,bom,69885,69.9694,0.084392,five,Real-time ON
Sensor2,bom,70.8848,70.9694,0.0845122,five,Real-time ON
Sensor2,bom,71.8848,71.9696,0.0848026,five,Real-time ON
Sensor2,bom,72.8848,72.9694,0.0845602,five,Real-time ON
Sensor2,bom,73.8849,73.9694,0.0845433,five,Real-time ON
Sensor2,bom,74.8849,74.9694,0.0844457,five,Real-time ON
Sensor2,bom,75.8849,75.9696,0.0846749,five,Real-time ON
Sensor2,bom,76.8848,76.9696,0.0847425,five,Real-time ON
Sensor2,bom,77.8848,77.9695,0.0847362,five,Real-time ON
Sensor2,bom,78.8847,78.9694,0.084705,five,Real-time ON
Sensor2,bom,79885,79.9696,0.0846778,five,Real-time ON
Sensor2,bom,80.8847,80.9695,0.0848052,five,Real-time ON
Sensor2,bom,81.8848,81.9695,0.0847644,five,Real-time ON
Sensor2,bom,82.8848,82.9696,0.0847577,five,Real-time ON
Sensor2,bom,83.8848,83.9695,0.0847088,five,Real-time ON
Sensor2,bom,84.8848,84.9696,0.084782,five,Real-time ON
Sensor2,bom,85.8849,85.9696,0.0846649,five,Real-time ON
Sensor2,bom,86.8848,86.9695,0.0847299,five,Real-time ON
Sensor2,bom,87.8848,87.9694,0.084654,five,Real-time ON
Sensor2,bom,88.8849,88.9696,0.0847046,five,Real-time ON
Sensor2,bom,89.8849,89.9696,0.084681,five,Real-time ON
Sensor2,bom,90.8848,90.9695,0.0847337,five,Real-time ON
Sensor2,bom,91.8847,91.9695,0.0847651,five,Real-time ON
Sensor2,bom,92.8847,92.9695,0.0847919,five,Real-time ON
Sensor2,bom,93.8848,93.9696,0.0847356,five,Real-time ON
Sensor2,bom,94.8848,94.9695,0.084704,five,Real-time ON
Sensor2,bom,95.8847,95.9694,0.084659,five,Real-time ON
Sensor2,bom,96.8848,96.9694,0.0846648,five,Real-time ON
Sensor2,bom,97.8848,97.9694,0.0846275,five,Real-time ON
Sensor2,bom,98.8847,98.9694,0.0847299,five,Real-time ON
Sensor2,bom,99.8847,99.9694,0.0847053,five,Real-time ON
Sensor2,bom,100885,100969,0.0847539,five,Real-time ON
Sensor2,bom,101885,101.97,0.0848001,five,Real-time ON
Sensor2,bom,102885,102969,0.0846958,five,Real-time ON
Sensor2,bom,103885,103969,0.0845172,five,Real-time ON
Sensor2,bom,104885,104.97,0.0849251,five,Real-time ON
Sensor2,bom,105885,105969,0.0846827,five,Real-time ON
Sensor2,bom,106885,106.97,0.0847577,five,Real-time ON
Sensor2,bom,107885,107969,0.0845767,five,Real-time ON
Sensor2,bom,108885,108.97,0.0847578,five,Real-time ON
Sensor2,bom,109885,109969,0.084513,five,Real-time ON
Sensor2,bom,110885,110969,0.0845333,five,Real-time ON
Sensor2,bom,111885,111969,0.0845996,five,Real-time ON
Sensor2,bom,112885,112.97,0.0848327,five,Real-time ON
Sensor2,bom,113885,113.97,0.0846085,five,Real-time ON
Sensor2,bom,114885,114.97,0.0848101,five,Real-time ON
Sensor2,bom,115885,115969,0.0847226,five,Real-time ON
Sensor2,bom,116885,116969,0.0846405,five,Real-time ON
Sensor2,bom,117885,117.97,0.0846334,five,Real-time ON
Sensor2,bom,118885,118969,0.0844984,five,Real-time ON
Sensor2,bom,119885,119969,0.0846657,five,Real-time ON
Sensor2,bom,120885,120969,0.0845909,five,Real-time ON
Sensor2,bom,121885,121969,0.0844313,five,Real-time ON
Sensor2,bom,122885,122.97,0.0846278,five,Real-time ON
Sensor2,bom,123885,123969,0.0846035,five,Real-time ON
Sensor2,bom,124885,124969,0.0846233,five,Real-time ON
Sensor2,bom,125885,125969,0.0845399,five,Real-time ON
Sensor2,bom,126885,126969,0.0847405,five,Real-time ON
Sensor2,bom,127885,127969,0.0847461,five,Real-time ON
Sensor2,bom,128885,128969,0.084704,five,Real-time ON
Sensor2,bom,129885,129969,0.0844879,five,Real-time ON
Sensor2,bom,130885,130.97,0.0847361,five,Real-time ON
Sensor2,bom,131885,131969,0.084441,five,Real-time ON
Sensor2,bom,132885,132969,0.0845668,five,Real-time ON
Sensor2,bom,133885,133.97,0.0845141,five,Real-time ON
Sensor2,bom,134885,134969,0.0844341,five,Real-time ON
Sensor2,bom,135885,135969,0.0845413,five,Real-time ON
Sensor2,bom,136885,136969,0.08469,five,Real-time ON
Sensor2,bom,137885,137969,0.0843647,five,Real-time ON
Sensor2,bom,138885,138969,0.084553,five,Real-time ON
Sensor2,bom,139885,139969,0.0845897,five,Real-time ON
Sensor2,bom,140885,140969,0.0844601,five,Real-time ON
Sensor2,bom,141885,141969,0.0845807,five,Real-time ON
Sensor2,bom,142885,142969,0.0847045,five,Real-time ON
Sensor2,bom,143885,143969,0.0846589,five,Real-time ON
Sensor2,bom,144885,144969,0.0846245,five,Real-time ON
Sensor2,bom,145885,145969,0.0847458,five,Real-time ON
Sensor2,bom,146885,146.97,0.0847662,five,Real-time ON
Sensor2,bom,147885,147.97,0.084904,five,Real-time ON
Sensor2,bom,148885,148969,0.0845928,five,Real-time ON
Sensor2,bom,149885,149.97,0.0845899,five,Real-time ON
Sensor2,bom,150885,150969,0.0845821,five,Real-time ON
Sensor2,bom,151885,151969,0.0846634,five,Real-time ON
Sensor2,bom,152885,152.97,0.0846791,five,Real-time ON
Sensor2,bom,153885,153969,0.0846869,five,Real-time ON
Sensor2,bom,154885,154969,0.08455,five,Real-time ON
Sensor2,bom,155885,155.97,0.0846578,five,Real-time ON
Sensor2,bom,156885,156.97,0.0846516,five,Real-time ON
Sensor2,bom,157885,157.97,0.0846047,five,Real-time ON
Sensor2,bom,158885,158969,0.084485,five,Real-time ON
Sensor2,bom,159885,159969,0.0846485,five,Real-time ON
Sensor2,bom,160885,160.97,0.0846745,five,Real-time ON
Sensor2,bom,161885,161.97,0.0846758,five,Real-time ON
Sensor2,bom,162885,162969,0.08465,five,Real-time ON
Sensor2,bom,163885,163969,0.0847127,five,Real-time ON
Sensor2,bom,164885,164.97,0.08474,five,Real-time ON
Sensor2,bom,165885,165969,0.0845989,five,Real-time ON
Sensor2,bom,166885,166969,0.0846765,five,Real-time ON
Sensor2,bom,167885,167969,0.0845302,five,Real-time ON
Sensor2,bom,168885,168969,0.0848851,five,Real-time ON
Sensor2,bom,169885,169969,0.0846219,five,Real-time ON
Sensor2,bom,170885,170969,0.0846048,five,Real-time ON
Sensor2,bom,171885,171969,0.0846345,five,Real-time ON
Sensor2,bom,172885,172969,0.0847127,five,Real-time ON
Sensor2,bom,173885,173969,0.0844983,five,Real-time ON
Sensor2,bom,174885,174969,0.0846243,five,Real-time ON
Sensor2,bom,175885,175969,0.084693,five,Real-time ON
Sensor2,bom,176885,176969,0.0846877,five,Real-time ON
Sensor2,bom,177885,177969,0.0846918,five,Real-time ON
Sensor2,bom,178885,178969,0.0847642,five,Real-time ON
Sensor2,bom,179885,179969,0.0846925,five,Real-time ON
Sensor2,bom,180885,180969,0.0848114,five,Real-time ON
Sensor2,bom,181885,181969,0.0847584,five,Real-time ON
Sensor2,bom,182885,182969,0.0848079,five,Real-time ON
Sensor2,bom,183885,183969,0.0847607,five,Real-time ON
Sensor2,bom,184885,184969,0.0846206,five,Real-time ON
Sensor2,bom,185885,185969,0.0846,five,Real-time ON
Sensor2,bom,186885,186.97,0.0847244,five,Real-time ON
Sensor2,bom,187885,187969,0.0845162,five,Real-time ON
Sensor2,bom,188885,188.97,0.0847098,five,Real-time ON
Sensor2,bom,189885,189.97,0.0845431,five,Real-time ON
Sensor2,bom,190885,190969,0.0845676,five,Real-time ON
Sensor2,bom,191885,191969,0.084665,five,Real-time ON
Sensor2,bom,192885,192.97,0.0848135,five,Real-time ON
Sensor2,bom,193885,193.97,0.0848374,five,Real-time ON
Sensor2,bom,194885,194969,0.0846193,five,Real-time ON
Sensor2,bom,195885,195969,0.0847038,five,Real-time ON
Sensor2,bom,196885,196969,0.084727,five,Real-time ON
Sensor2,bom,197885,197969,0.0847122,five,Real-time ON
Sensor2,bom,198885,198969,0.0847082,five,Real-time ON
Sensor2,bom,199885,199969,0.084737,five,Real-time ON
Sensor2,bom,200885,200969,0.0848626,five,Real-time ON
Sensor2,bom,201885,201969,0.0847175,five,Real-time ON
Sensor2,bom,202885,202969,0.0847063,five,Real-time ON
Sensor2,bom,203885,203.97,0.0847774,five,Real-time ON
Sensor2,bom,204885,204.97,0.0847459,five,Real-time ON
Sensor2,bom,205885,205969,0.0846034,five,Real-time ON
Sensor2,bom,206885,206969,0.0846465,five,Real-time ON
Sensor2,bom,207885,207969,0.0846791,five,Real-time ON
Sensor2,bom,208885,208.97,0.0847297,five,Real-time ON
Sensor2,bom,209885,209.97,0.0847369,five,Real-time ON
Sensor2,bom,210885,210.97,0.0846292,five,Real-time ON
Sensor2,bom,211885,211.97,0.0847753,five,Real-time ON
Sensor2,bom,212885,212969,0.0846607,five,Real-time ON
Sensor2,bom,213885,213.97,0.0847492,five,Real-time ON
Sensor2,bom,214885,214969,0.0847134,five,Real-time ON
Sensor2,bom,215885,215969,0.0847792,five,Real-time ON
Sensor2,bom,216885,216969,0.0848369,five,Real-time ON
